lead_time,cycle,neurons,dropout,activation,num_layers,val_mae12,n_reps
24.0,3.0,128.0,0.05,leaky_relu,1.0,1.0240709781646729,3
24.0,3.0,64.0,0.0,leaky_relu,3.0,1.0259832739830017,3
24.0,3.0,256.0,0.3,leaky_relu,3.0,1.0301026900609334,3
24.0,3.0,64.0,0.05,relu,1.0,1.033836543560028,3
24.0,3.0,64.0,0.05,leaky_relu,1.0,1.0372912685076396,3
24.0,3.0,256.0,0.0,selu,2.0,1.0409324169158936,3
30.0,0.0,256.0,0.0,selu,3.0,0.6063530842463175,3
30.0,0.0,128.0,0.0,selu,2.0,0.6593670845031738,3
30.0,0.0,64.0,0.0,selu,2.0,0.6725443005561829,3
30.0,0.0,256.0,0.0,selu,2.0,0.6753429571787516,3
30.0,0.0,256.0,0.0,selu,1.0,0.6772650480270386,3
30.0,0.0,32.0,0.0,selu,2.0,0.6783006389935812,3
30.0,0.0,128.0,0.0,selu,3.0,0.6811265548070272,3
30.0,0.0,32.0,0.0,selu,3.0,0.7008391618728638,3
30.0,0.0,64.0,0.0,selu,3.0,0.7115171949068705,3
30.0,0.0,32.0,0.0,selu,1.0,0.7241534193356832,3
30.0,0.0,128.0,0.0,selu,1.0,0.7296701272328695,3
30.0,0.0,64.0,0.0,selu,1.0,0.739434560139974,3
30.0,0.0,16.0,0.0,selu,2.0,0.7581748763720194,3
30.0,0.0,128.0,0.05,relu,2.0,0.7592989206314087,3
30.0,0.0,256.0,0.1,relu,2.0,0.7674251000086466,3
30.0,0.0,64.0,0.0,relu,2.0,0.7696828444798788,3
30.0,0.0,256.0,0.0,relu,2.0,0.7759785453478495,3
30.0,0.0,256.0,0.05,relu,2.0,0.7913214166959127,3
30.0,0.0,128.0,0.0,relu,2.0,0.8112422625223795,3
30.0,0.0,16.0,0.0,selu,3.0,0.8169666330019633,3
30.0,1.0,256.0,0.0,selu,1.0,0.717541495958964,3
30.0,1.0,32.0,0.3,leaky_relu,1.0,0.7499081691106161,3
30.0,1.0,128.0,0.0,selu,1.0,0.77309783299764,3
30.0,1.0,128.0,0.0,relu,2.0,0.7770523230234782,3
30.0,1.0,64.0,0.3,relu,1.0,0.7793783148129781,3
30.0,1.0,16.0,0.0,selu,2.0,0.7821602821350098,3
30.0,1.0,32.0,0.0,leaky_relu,1.0,0.7904749910036722,3
30.0,1.0,256.0,0.0,relu,1.0,0.791800836722056,3
30.0,1.0,128.0,0.3,leaky_relu,1.0,0.8005545337994894,3
30.0,1.0,128.0,0.3,relu,1.0,0.8094747066497803,3
30.0,1.0,128.0,0.0,relu,1.0,0.8120071689287821,3
30.0,1.0,256.0,0.3,leaky_relu,1.0,0.8133137027422587,3
30.0,1.0,16.0,0.0,relu,2.0,0.8145694732666016,3
30.0,1.0,64.0,0.3,leaky_relu,1.0,0.8148084680239359,3
30.0,1.0,64.0,0.0,selu,2.0,0.8149314920107523,3
30.0,1.0,32.0,0.0,selu,3.0,0.8157832821210226,3
30.0,1.0,64.0,0.0,relu,1.0,0.8183608849843343,3
30.0,1.0,256.0,0.05,relu,1.0,0.8183852831522623,3
30.0,1.0,64.0,0.0,relu,2.0,0.821998675664266,3
30.0,1.0,128.0,0.0,leaky_relu,3.0,0.8221799532572428,3
30.0,2.0,256.0,0.0,selu,2.0,0.8062593738238016,3
30.0,2.0,16.0,0.0,selu,3.0,0.8578651348749796,3
30.0,2.0,128.0,0.0,selu,3.0,0.8645976583162943,3
30.0,2.0,256.0,0.0,selu,3.0,0.8692128658294678,3
30.0,2.0,32.0,0.0,selu,2.0,0.8718630274136862,3
30.0,2.0,256.0,0.0,selu,1.0,0.8751450777053833,3
30.0,2.0,128.0,0.0,selu,2.0,0.8798549175262451,3
30.0,2.0,64.0,0.0,selu,2.0,0.8830954233805338,3
30.0,2.0,64.0,0.0,selu,3.0,0.8892806967099508,3
30.0,2.0,256.0,0.0,leaky_relu,2.0,0.8935701648394266,3
30.0,2.0,32.0,0.0,selu,3.0,0.8949911594390869,3
30.0,2.0,16.0,0.1,leaky_relu,1.0,0.9061975677808126,3
30.0,2.0,64.0,0.0,leaky_relu,3.0,0.9265302220980326,3
30.0,2.0,256.0,0.0,relu,2.0,0.931804358959198,3
30.0,2.0,256.0,0.0,leaky_relu,3.0,0.9408950408299764,3
30.0,2.0,128.0,0.0,selu,1.0,0.9548622369766235,3
30.0,2.0,64.0,0.0,relu,3.0,0.9784992734591166,3
30.0,2.0,128.0,0.0,leaky_relu,3.0,0.9920467535654703,3
30.0,2.0,16.0,0.3,leaky_relu,1.0,1.0030055443445842,3
30.0,2.0,128.0,0.0,relu,3.0,1.022701064745585,3
30.0,3.0,256.0,0.0,relu,1.0,1.0152150392532349,3
30.0,3.0,16.0,0.05,relu,1.0,1.0266444484392803,3
30.0,3.0,256.0,0.05,relu,1.0,1.0345193942387898,3
30.0,3.0,256.0,0.0,leaky_relu,1.0,1.0417579809824626,3
30.0,3.0,128.0,0.0,leaky_relu,1.0,1.0501254002253215,3
30.0,3.0,16.0,0.3,leaky_relu,2.0,1.0530901352564495,3
30.0,3.0,256.0,0.05,leaky_relu,1.0,1.0657352606455486,3
30.0,3.0,128.0,0.0,relu,1.0,1.0659541289011638,3
30.0,3.0,64.0,0.0,leaky_relu,3.0,1.070095181465149,3
30.0,3.0,256.0,0.1,leaky_relu,1.0,1.080028812090556,3
30.0,3.0,128.0,0.0,relu,2.0,1.0806442896525066,3
30.0,3.0,128.0,0.05,relu,1.0,1.0829166173934937,3
30.0,3.0,64.0,0.05,relu,1.0,1.0887963771820068,3
30.0,3.0,128.0,0.1,relu,1.0,1.0896021525065105,3
30.0,3.0,256.0,0.1,relu,1.0,1.0909254948298137,3
30.0,3.0,64.0,0.0,relu,1.0,1.0910160541534424,3
30.0,3.0,256.0,0.0,leaky_relu,3.0,1.0977565844853718,3
30.0,3.0,256.0,0.3,leaky_relu,3.0,1.1010239521662395,3
30.0,3.0,256.0,0.3,relu,1.0,1.1017492612202961,3
30.0,3.0,64.0,0.0,selu,2.0,1.103629191716512,3
36.0,0.0,256.0,0.0,selu,3.0,0.6646337310473124,3
36.0,0.0,256.0,0.0,selu,1.0,0.6745829780896505,3
36.0,0.0,128.0,0.0,selu,2.0,0.6794223388036092,3
36.0,0.0,64.0,0.0,selu,2.0,0.691008726755778,3
36.0,0.0,64.0,0.0,selu,3.0,0.6923673351605734,3
36.0,0.0,128.0,0.0,selu,3.0,0.697433610757192,3
36.0,0.0,256.0,0.0,selu,2.0,0.7066187461217245,3
36.0,0.0,16.0,0.0,selu,1.0,0.7370207111040751,3
36.0,0.0,32.0,0.0,selu,2.0,0.7384992440541586,3
36.0,0.0,32.0,0.0,selu,3.0,0.7404633561770121,3
36.0,0.0,16.0,0.0,selu,3.0,0.7420281171798706,3
36.0,0.0,128.0,0.0,selu,1.0,0.7605321208635966,3
36.0,0.0,64.0,0.0,selu,1.0,0.7671321233113607,3
36.0,0.0,16.0,0.0,selu,2.0,0.7965261340141296,3
36.0,0.0,256.0,0.0,leaky_relu,3.0,0.7990482449531555,3
36.0,0.0,128.0,0.05,relu,2.0,0.8051671584447225,3
36.0,0.0,64.0,0.0,relu,3.0,0.8116145133972168,3
36.0,0.0,32.0,0.0,relu,3.0,0.8151238163312277,3
36.0,0.0,256.0,0.0,relu,2.0,0.8249257405598959,3
36.0,0.0,128.0,0.0,relu,2.0,0.8323158820470175,3
36.0,1.0,256.0,0.0,selu,1.0,0.7466285824775696,3
36.0,1.0,64.0,0.3,leaky_relu,1.0,0.759088138739268,3
36.0,1.0,32.0,0.3,leaky_relu,1.0,0.7734644214312235,3
36.0,1.0,128.0,0.0,selu,1.0,0.7777683337529501,3
36.0,1.0,16.0,0.0,relu,2.0,0.7905465761820475,3
36.0,1.0,16.0,0.0,selu,2.0,0.7905648946762085,3
36.0,1.0,256.0,0.05,relu,1.0,0.7951508164405823,3
36.0,1.0,16.0,0.0,selu,3.0,0.801138699054718,3
36.0,1.0,256.0,0.0,relu,1.0,0.8028386433919271,3
36.0,1.0,128.0,0.0,relu,1.0,0.8101044098536173,3
36.0,1.0,32.0,0.0,selu,2.0,0.8121238350868225,3
36.0,1.0,32.0,0.3,relu,1.0,0.8145069082578024,3
36.0,1.0,32.0,0.0,selu,3.0,0.8178007006645203,3
36.0,1.0,128.0,0.0,relu,2.0,0.8241539398829142,3
36.0,1.0,64.0,0.0,selu,2.0,0.8265760540962219,3
36.0,1.0,128.0,0.3,relu,1.0,0.8273383180300394,3
36.0,1.0,64.0,0.1,leaky_relu,1.0,0.8282875021298727,3
36.0,1.0,256.0,0.3,leaky_relu,1.0,0.8291999499003092,3
36.0,1.0,128.0,0.3,leaky_relu,1.0,0.8294755021731058,3
36.0,1.0,64.0,0.0,leaky_relu,2.0,0.8348872860272726,3
36.0,2.0,256.0,0.0,selu,2.0,0.853246013323466,3
36.0,2.0,128.0,0.0,selu,2.0,0.8700953920682272,3
36.0,2.0,32.0,0.0,selu,2.0,0.885568102200826,3
36.0,2.0,128.0,0.0,selu,3.0,0.8953620791435242,3
36.0,2.0,64.0,0.0,selu,2.0,0.8975051045417786,3
36.0,2.0,256.0,0.0,selu,3.0,0.8994721174240112,3
36.0,2.0,16.0,0.0,selu,3.0,0.9033851226170858,3
36.0,2.0,32.0,0.0,selu,3.0,0.9152884284655253,3
36.0,2.0,128.0,0.0,selu,1.0,0.9199678500493368,3
36.0,2.0,256.0,0.0,selu,1.0,0.9257680575052897,3
36.0,2.0,256.0,0.0,leaky_relu,2.0,0.9298150738080343,3
36.0,2.0,64.0,0.0,selu,3.0,0.9386815627415975,3
36.0,2.0,256.0,0.0,relu,2.0,0.9398431579271952,3
36.0,2.0,128.0,0.0,leaky_relu,3.0,0.9515527089436849,3
36.0,2.0,16.0,0.05,leaky_relu,1.0,0.9612744649251302,3
36.0,2.0,256.0,0.0,leaky_relu,3.0,1.0170048077901204,3
36.0,2.0,64.0,0.0,relu,3.0,1.055305282274882,3
36.0,2.0,128.0,0.0,relu,3.0,1.0690743724505107,3
36.0,2.0,256.0,0.05,selu,1.0,1.0953032970428467,3
36.0,2.0,16.0,0.3,leaky_relu,1.0,1.132572333017985,3
36.0,3.0,256.0,0.0,relu,1.0,1.0381547411282857,3
36.0,3.0,128.0,0.1,relu,1.0,1.0425071318944295,3
36.0,3.0,256.0,0.1,relu,1.0,1.0698642333348591,3
36.0,3.0,256.0,0.05,relu,1.0,1.0801226298014324,3
36.0,3.0,256.0,0.0,leaky_relu,1.0,1.0859103600184123,3
36.0,3.0,64.0,0.05,relu,1.0,1.089158058166504,3
36.0,3.0,128.0,0.05,relu,1.0,1.091517448425293,3
36.0,3.0,16.0,0.3,leaky_relu,2.0,1.0957355499267578,3
36.0,3.0,128.0,0.0,relu,1.0,1.0988679726918538,3
36.0,3.0,256.0,0.1,leaky_relu,1.0,1.1008692582448323,3
36.0,3.0,32.0,0.05,relu,1.0,1.104998230934143,3
36.0,3.0,256.0,0.3,relu,1.0,1.106588363647461,3
36.0,3.0,128.0,0.0,relu,2.0,1.107641617457072,3
36.0,3.0,128.0,0.0,leaky_relu,1.0,1.1142242352167766,3
36.0,3.0,64.0,0.0,relu,1.0,1.1198389530181885,3
36.0,3.0,256.0,0.3,leaky_relu,1.0,1.120127002398173,3
36.0,3.0,128.0,0.1,leaky_relu,1.0,1.1251494884490967,3
36.0,3.0,16.0,0.05,relu,1.0,1.127894639968872,3
36.0,3.0,256.0,0.05,leaky_relu,1.0,1.132081389427185,3
36.0,3.0,256.0,0.0,selu,1.0,1.1367481152216594,3
42.0,0.0,32.0,0.0,selu,3.0,0.6715765992800394,3
42.0,0.0,64.0,0.0,selu,2.0,0.6720240116119385,3
42.0,0.0,256.0,0.0,selu,3.0,0.6901138623555502,3
42.0,0.0,256.0,0.0,selu,1.0,0.6929226517677307,3
42.0,0.0,64.0,0.0,selu,3.0,0.7009552915891012,3
42.0,0.0,128.0,0.0,selu,2.0,0.70891273021698,3
42.0,0.0,128.0,0.0,selu,3.0,0.7183449069658915,3
42.0,0.0,32.0,0.0,selu,2.0,0.7242336869239807,3
42.0,0.0,256.0,0.0,selu,2.0,0.7280848821004232,3
42.0,0.0,16.0,0.0,selu,2.0,0.7362429102261862,3
42.0,0.0,16.0,0.0,selu,3.0,0.7588181296984354,3
42.0,0.0,64.0,0.0,selu,1.0,0.7668342789014181,3
42.0,0.0,32.0,0.0,selu,1.0,0.7679019570350647,3
42.0,0.0,128.0,0.0,selu,1.0,0.8001712163289388,3
42.0,0.0,256.0,0.0,leaky_relu,3.0,0.8271064758300781,3
42.0,0.0,256.0,0.0,relu,2.0,0.8342789610226949,3
42.0,0.0,64.0,0.0,relu,2.0,0.8373621106147766,3
42.0,0.0,128.0,0.0,relu,2.0,0.855511466662089,3
42.0,0.0,64.0,0.0,relu,3.0,0.8665009538332621,3
42.0,0.0,128.0,0.1,relu,2.0,0.868762751420339,3
42.0,1.0,256.0,0.0,selu,1.0,0.7215486963589987,3
42.0,1.0,32.0,0.0,selu,2.0,0.7693066596984863,3
42.0,1.0,32.0,0.3,leaky_relu,1.0,0.7785071134567261,3
42.0,1.0,128.0,0.0,selu,1.0,0.7801829179128011,3
42.0,1.0,16.0,0.0,selu,2.0,0.7923462390899658,3
42.0,1.0,16.0,0.0,selu,3.0,0.7952590187390646,3
42.0,1.0,64.0,0.0,selu,2.0,0.809629499912262,3
42.0,1.0,128.0,0.0,selu,2.0,0.814390500386556,3
42.0,1.0,256.0,0.1,relu,1.0,0.815118670463562,3
42.0,1.0,256.0,0.05,relu,1.0,0.8202298084894816,3
42.0,1.0,32.0,0.0,selu,3.0,0.8208502332369486,3
42.0,1.0,128.0,0.0,selu,3.0,0.8368014494578043,3
42.0,1.0,64.0,0.0,selu,3.0,0.8378143906593323,3
42.0,1.0,64.0,0.0,leaky_relu,2.0,0.8380749622980753,3
42.0,1.0,32.0,0.3,relu,1.0,0.8416842619578043,3
42.0,1.0,64.0,0.3,leaky_relu,1.0,0.8420964876810709,3
42.0,1.0,32.0,0.0,leaky_relu,2.0,0.8450032869974772,3
42.0,1.0,128.0,0.0,relu,1.0,0.851037879784902,3
42.0,1.0,16.0,0.0,leaky_relu,3.0,0.8514192700386047,3
42.0,1.0,128.0,0.1,relu,1.0,0.8526706298192342,3
42.0,2.0,32.0,0.0,selu,2.0,0.8716077208518982,3
42.0,2.0,256.0,0.0,selu,2.0,0.8718280792236328,3
42.0,2.0,64.0,0.0,selu,2.0,0.8782239953676859,3
42.0,2.0,128.0,0.0,leaky_relu,2.0,0.8907084067662557,3
42.0,2.0,128.0,0.0,selu,2.0,0.8908824721972147,3
42.0,2.0,32.0,0.0,selu,3.0,0.8969591657320658,3
42.0,2.0,64.0,0.0,selu,3.0,0.9020529786745707,3
42.0,2.0,256.0,0.0,selu,1.0,0.9076874653498331,3
42.0,2.0,128.0,0.0,selu,1.0,0.9111844301223755,3
42.0,2.0,128.0,0.0,selu,3.0,0.9131079514821371,3
42.0,2.0,16.0,0.0,selu,3.0,0.939932664235433,3
42.0,2.0,256.0,0.0,selu,3.0,0.9413833419481913,3
42.0,2.0,64.0,0.0,leaky_relu,3.0,0.9800693988800049,3
42.0,2.0,256.0,0.0,leaky_relu,2.0,0.9841360449790955,3
42.0,2.0,128.0,0.0,relu,2.0,0.9963746468226115,3
42.0,2.0,128.0,0.0,leaky_relu,3.0,1.0107586582501729,3
42.0,2.0,256.0,0.0,leaky_relu,3.0,1.0315601825714111,3
42.0,2.0,256.0,0.0,relu,2.0,1.048729677995046,3
42.0,2.0,16.0,0.1,leaky_relu,1.0,1.050642689069112,3
42.0,2.0,64.0,0.0,relu,3.0,1.0596076846122742,3
42.0,3.0,128.0,0.1,relu,1.0,1.02498855193456,3
42.0,3.0,256.0,0.05,relu,1.0,1.0466222167015076,3
42.0,3.0,256.0,0.0,leaky_relu,1.0,1.0602922836939495,3
42.0,3.0,128.0,0.0,leaky_relu,1.0,1.066458463668823,3
42.0,3.0,64.0,0.05,relu,1.0,1.074618935585022,3
42.0,3.0,256.0,0.3,leaky_relu,3.0,1.0759503841400146,3
42.0,3.0,16.0,0.3,leaky_relu,1.0,1.0782653093338013,3
42.0,3.0,256.0,0.1,leaky_relu,1.0,1.0856494903564453,3
42.0,3.0,256.0,0.3,relu,1.0,1.089974323908488,3
42.0,3.0,256.0,0.1,relu,1.0,1.0906481345494587,3
42.0,3.0,256.0,0.0,relu,1.0,1.0918280879656475,3
42.0,3.0,128.0,0.1,leaky_relu,1.0,1.0940224726994832,3
42.0,3.0,128.0,0.05,leaky_relu,1.0,1.0971870422363281,3
42.0,3.0,32.0,0.1,relu,1.0,1.0985390742619832,3
42.0,3.0,32.0,0.05,relu,1.0,1.1095570921897888,3
42.0,3.0,128.0,0.0,relu,1.0,1.110064188639323,3
42.0,3.0,32.0,0.05,leaky_relu,1.0,1.1162550846735637,3
42.0,3.0,128.0,0.05,relu,1.0,1.1234088738759358,3
42.0,3.0,64.0,0.05,leaky_relu,1.0,1.1293457349141438,3
42.0,3.0,256.0,0.3,leaky_relu,1.0,1.1371320486068726,3
48.0,0.0,128.0,0.0,selu,2.0,0.7212386727333069,3
48.0,0.0,64.0,0.0,selu,2.0,0.7258232633272806,3
48.0,0.0,256.0,0.0,selu,3.0,0.7265843749046326,3
48.0,0.0,256.0,0.0,selu,1.0,0.7355268597602844,3
48.0,0.0,256.0,0.0,selu,2.0,0.7412499388058981,3
48.0,0.0,64.0,0.0,selu,3.0,0.7555369138717651,3
48.0,0.0,128.0,0.0,selu,3.0,0.756195863087972,3
48.0,0.0,128.0,0.0,selu,1.0,0.7804335951805115,3
48.0,0.0,16.0,0.0,selu,2.0,0.7839363217353821,3
48.0,0.0,32.0,0.0,selu,3.0,0.7893621325492859,3
48.0,0.0,16.0,0.0,selu,3.0,0.8050852020581564,3
48.0,0.0,32.0,0.0,selu,2.0,0.8120975097020467,3
48.0,0.0,64.0,0.0,selu,1.0,0.8190278013547262,3
48.0,0.0,256.0,0.0,relu,2.0,0.8635424971580505,3
48.0,0.0,128.0,0.0,relu,2.0,0.8777127663294474,3
48.0,0.0,64.0,0.0,relu,2.0,0.9059168895085653,3
48.0,0.0,256.0,0.1,relu,2.0,0.9303321639696757,3
48.0,0.0,128.0,0.05,relu,2.0,0.9348332087198893,3
48.0,0.0,256.0,0.3,leaky_relu,3.0,0.9354820251464844,3
48.0,0.0,256.0,0.05,relu,2.0,0.937997579574585,3
48.0,1.0,16.0,0.0,leaky_relu,1.0,0.7442648609479269,3
48.0,1.0,256.0,0.0,selu,1.0,0.7445740898450216,3
48.0,1.0,32.0,0.0,selu,2.0,0.7648272514343262,3
48.0,1.0,64.0,0.0,selu,3.0,0.7972080906232198,3
48.0,1.0,16.0,0.0,selu,3.0,0.800035317738851,3
48.0,1.0,16.0,0.0,leaky_relu,2.0,0.8003332813580831,3
48.0,1.0,16.0,0.0,selu,1.0,0.8054471214612325,3
48.0,1.0,16.0,0.0,selu,2.0,0.8182551463445028,3
48.0,1.0,128.0,0.0,selu,1.0,0.8207168976465861,3
48.0,1.0,64.0,0.0,selu,2.0,0.8229876756668091,3
48.0,1.0,128.0,0.0,selu,3.0,0.8249102433522543,3
48.0,1.0,64.0,0.0,leaky_relu,3.0,0.8460911313692728,3
48.0,1.0,64.0,0.0,leaky_relu,2.0,0.8512459397315979,3
48.0,1.0,256.0,0.05,relu,1.0,0.8589221239089966,3
48.0,1.0,32.0,0.0,selu,3.0,0.8604169289271036,3
48.0,1.0,16.0,0.0,relu,1.0,0.8619558215141296,3
48.0,1.0,128.0,0.0,selu,2.0,0.869365930557251,3
48.0,1.0,128.0,0.0,leaky_relu,3.0,0.8731288512547811,3
48.0,1.0,256.0,0.3,relu,1.0,0.8733195662498474,3
48.0,1.0,16.0,0.0,leaky_relu,3.0,0.8797110517819723,3
48.0,2.0,64.0,0.0,selu,3.0,0.8754287759462992,3
48.0,2.0,256.0,0.0,selu,2.0,0.8784485856691996,3
48.0,2.0,64.0,0.0,selu,2.0,0.897199551264445,3
48.0,2.0,128.0,0.0,selu,3.0,0.9002719521522522,3
48.0,2.0,128.0,0.0,selu,2.0,0.9006854097048441,3
48.0,2.0,256.0,0.0,selu,3.0,0.901898463567098,3
48.0,2.0,32.0,0.0,selu,2.0,0.9030367732048035,3
48.0,2.0,32.0,0.0,selu,3.0,0.9059511025746664,3
48.0,2.0,128.0,0.0,leaky_relu,2.0,0.9290128747622172,3
48.0,2.0,128.0,0.0,selu,1.0,0.9337761004765829,3
48.0,2.0,128.0,0.0,relu,2.0,0.9382599790891012,3
48.0,2.0,256.0,0.0,selu,1.0,0.9402316212654114,3
48.0,2.0,16.0,0.0,selu,3.0,0.941547175248464,3
48.0,2.0,256.0,0.0,leaky_relu,2.0,0.9622599482536316,3
48.0,2.0,64.0,0.0,leaky_relu,3.0,0.9651784102121989,3
48.0,2.0,16.0,0.3,leaky_relu,1.0,1.0606240431467693,3
48.0,2.0,128.0,0.0,leaky_relu,3.0,1.0645631154378254,3
48.0,2.0,256.0,0.0,leaky_relu,3.0,1.068398614724477,3
48.0,2.0,256.0,0.0,relu,2.0,1.0961891015370686,3
48.0,2.0,64.0,0.0,relu,3.0,1.1043247779210408,3
48.0,3.0,32.0,0.05,relu,1.0,0.9958855708440145,3
48.0,3.0,16.0,0.3,leaky_relu,1.0,1.0577434698740642,3
48.0,3.0,256.0,0.1,relu,1.0,1.0687329173088074,3
48.0,3.0,128.0,0.05,relu,1.0,1.0741049846013386,3
48.0,3.0,32.0,0.3,leaky_relu,1.0,1.0764398177464802,3
48.0,3.0,64.0,0.1,relu,1.0,1.0793466567993164,3
48.0,3.0,256.0,0.3,leaky_relu,1.0,1.080013116200765,3
48.0,3.0,64.0,0.05,relu,1.0,1.089568018913269,3
48.0,3.0,256.0,0.0,relu,1.0,1.0999774535497029,3
48.0,3.0,128.0,0.1,relu,1.0,1.106897513071696,3
48.0,3.0,256.0,0.0,relu,2.0,1.1085070768992107,3
48.0,3.0,64.0,0.05,leaky_relu,1.0,1.1087523698806763,3
48.0,3.0,32.0,0.1,relu,1.0,1.1088810761769612,3
48.0,3.0,64.0,0.1,leaky_relu,1.0,1.1279147863388062,3
48.0,3.0,256.0,0.1,leaky_relu,1.0,1.1350411971410115,3
48.0,3.0,256.0,0.3,leaky_relu,3.0,1.140738805135091,3
48.0,3.0,256.0,0.0,selu,1.0,1.152695894241333,3
48.0,3.0,32.0,0.3,relu,1.0,1.1562153895696003,3
48.0,3.0,128.0,0.1,leaky_relu,1.0,1.1644881169001262,3
48.0,3.0,256.0,0.05,relu,1.0,1.167612632115682,3
54.0,0.0,256.0,0.0,selu,2.0,0.7279092669487,3
54.0,0.0,128.0,0.0,selu,2.0,0.7363139390945435,3
54.0,0.0,256.0,0.0,selu,1.0,0.7415912548700968,3
54.0,0.0,256.0,0.0,selu,3.0,0.7465412616729736,3
54.0,0.0,64.0,0.0,selu,3.0,0.7540577451388041,3
54.0,0.0,128.0,0.0,selu,3.0,0.7719981670379639,3
54.0,0.0,64.0,0.0,selu,2.0,0.7762389580408732,3
54.0,0.0,32.0,0.0,selu,3.0,0.8043143153190613,3
54.0,0.0,128.0,0.0,selu,1.0,0.8183069825172424,3
54.0,0.0,16.0,0.0,selu,3.0,0.8239039580027262,3
54.0,0.0,32.0,0.0,selu,2.0,0.8307007749875387,3
54.0,0.0,16.0,0.0,selu,2.0,0.8337369958559672,3
54.0,0.0,64.0,0.0,relu,2.0,0.8396344184875488,3
54.0,0.0,256.0,0.0,relu,2.0,0.8812076052029928,3
54.0,0.0,256.0,0.0,leaky_relu,3.0,0.8982370694478353,3
54.0,0.0,128.0,0.0,relu,2.0,0.8995207150777181,3
54.0,0.0,32.0,0.0,relu,2.0,0.9276421864827474,3
54.0,0.0,256.0,0.1,relu,2.0,0.9439841707547506,3
54.0,0.0,256.0,0.05,leaky_relu,3.0,0.959055006504059,3
54.0,0.0,256.0,0.05,relu,2.0,0.9716773629188538,3
54.0,1.0,256.0,0.0,selu,1.0,0.737037718296051,3
54.0,1.0,16.0,0.0,selu,3.0,0.7578504880269369,3
54.0,1.0,32.0,0.0,selu,2.0,0.7672565380732218,3
54.0,1.0,16.0,0.0,selu,2.0,0.8048997521400452,3
54.0,1.0,32.0,0.0,selu,3.0,0.8114611705144247,3
54.0,1.0,128.0,0.0,selu,1.0,0.8127999703089396,3
54.0,1.0,16.0,0.0,leaky_relu,3.0,0.8211895426114401,3
54.0,1.0,128.0,0.0,selu,2.0,0.8239246209462484,3
54.0,1.0,64.0,0.0,selu,2.0,0.8296434680620829,3
54.0,1.0,64.0,0.0,selu,3.0,0.8387347857157389,3
54.0,1.0,256.0,0.0,selu,3.0,0.845030665397644,3
54.0,1.0,16.0,0.0,relu,1.0,0.8509121139844259,3
54.0,1.0,128.0,0.0,selu,3.0,0.8574601213137308,3
54.0,1.0,32.0,0.0,leaky_relu,2.0,0.8617444038391113,3
54.0,1.0,256.0,0.1,relu,1.0,0.870240847269694,3
54.0,1.0,256.0,0.0,selu,2.0,0.8810312151908875,3
54.0,1.0,32.0,0.0,relu,3.0,0.8898700078328451,3
54.0,1.0,64.0,0.0,leaky_relu,2.0,0.9009179075558981,3
54.0,1.0,128.0,0.0,relu,2.0,0.9088780681292216,3
54.0,1.0,64.0,0.3,relu,1.0,0.909381111462911,3
54.0,2.0,32.0,0.0,selu,2.0,0.8830807209014893,3
54.0,2.0,16.0,0.0,selu,3.0,0.8884943326314291,3
54.0,2.0,256.0,0.0,selu,3.0,0.8951920469601949,3
54.0,2.0,128.0,0.0,selu,2.0,0.8980517983436584,3
54.0,2.0,64.0,0.0,selu,2.0,0.9003510475158691,3
54.0,2.0,256.0,0.0,selu,2.0,0.9018521110216776,3
54.0,2.0,64.0,0.0,selu,3.0,0.9094281395276388,3
54.0,2.0,256.0,0.0,selu,1.0,0.9270175496737162,3
54.0,2.0,128.0,0.0,selu,1.0,0.9345442851384481,3
54.0,2.0,128.0,0.0,selu,3.0,0.9350440502166748,3
54.0,2.0,32.0,0.0,selu,3.0,0.9523437221844991,3
54.0,2.0,256.0,0.0,leaky_relu,2.0,0.9845690329869589,3
54.0,2.0,128.0,0.0,leaky_relu,2.0,0.9919120868047079,3
54.0,2.0,128.0,0.0,leaky_relu,3.0,1.0799942811330159,3
54.0,2.0,64.0,0.0,leaky_relu,3.0,1.081245223681132,3
54.0,2.0,16.0,0.3,leaky_relu,1.0,1.1031619707743328,3
54.0,2.0,256.0,0.0,relu,2.0,1.1378846565882366,3
54.0,2.0,64.0,0.0,relu,3.0,1.154066483179728,3
54.0,2.0,256.0,0.0,leaky_relu,3.0,1.1718195676803589,3
54.0,2.0,128.0,0.0,relu,3.0,1.2408912579218547,3
54.0,3.0,16.0,0.3,leaky_relu,1.0,0.9849680662155151,3
54.0,3.0,32.0,0.3,leaky_relu,1.0,1.0216631293296814,3
54.0,3.0,256.0,0.3,leaky_relu,1.0,1.0217820405960083,3
54.0,3.0,32.0,0.1,relu,1.0,1.033394694328308,3
54.0,3.0,64.0,0.05,leaky_relu,1.0,1.0376731554667156,3
54.0,3.0,256.0,0.1,relu,1.0,1.0436604221661885,3
54.0,3.0,32.0,0.05,relu,1.0,1.0510580937067668,3
54.0,3.0,128.0,0.05,relu,1.0,1.0661850372950237,3
54.0,3.0,128.0,0.1,relu,1.0,1.0783296823501587,3
54.0,3.0,32.0,0.1,leaky_relu,1.0,1.0817409753799438,3
54.0,3.0,128.0,0.3,leaky_relu,1.0,1.095678408940633,3
54.0,3.0,128.0,0.0,leaky_relu,1.0,1.099976082642873,3
54.0,3.0,16.0,0.1,leaky_relu,1.0,1.1065555810928345,3
54.0,3.0,256.0,0.0,relu,1.0,1.116186539332072,3
