dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
08-30-2011 1300,,30
08-30-2011 1400,,30.3
08-30-2011 1500,,30.7
08-30-2011 1600,,31
08-30-2011 1700,,31.7
08-30-2011 1800,,32.3
08-30-2011 1900,,32.8
08-30-2011 2000,,33
08-30-2011 2100,,33.6
08-30-2011 2200,,33.7
08-30-2011 2300,,36
08-31-2011 0000,,32.9
08-31-2011 0100,,32
08-31-2011 0200,,31.8
08-31-2011 0300,,31.5
08-31-2011 0400,,31.4
08-31-2011 0500,,30.5
08-31-2011 0600,,30.2
08-31-2011 0700,,30.3
08-31-2011 0800,,30.1
08-31-2011 0900,,30
08-31-2011 1000,,29.8
08-31-2011 1100,,29.7
08-31-2011 1200,,29.5
08-31-2011 1300,,30.2
08-31-2011 1400,,30
08-31-2011 1500,,30.3
08-31-2011 1600,,30.8
08-31-2011 1700,,31.4
08-31-2011 1800,,31.9
08-31-2011 1900,,32.5
08-31-2011 2000,,32.8
08-31-2011 2100,,33
08-31-2011 2200,,32.9
08-31-2011 2300,,32.6
09-01-2011 0000,,32.3
09-01-2011 0100,,32.2
09-01-2011 0200,,32.5
09-01-2011 0300,,32.6
09-01-2011 0400,,32.4
09-01-2011 0500,,31.5
09-01-2011 0600,,31
09-01-2011 0700,,30.7
09-01-2011 0800,,30.5
09-01-2011 0900,,30.1
09-01-2011 1000,,30.1
09-01-2011 1100,,29.9
09-01-2011 1200,,30.3
09-01-2011 1300,,30.5
09-01-2011 1400,,30.7
09-01-2011 1500,,30.9
09-01-2011 1600,,31.4
09-01-2011 1700,,31.8
09-01-2011 1800,,31.9
09-01-2011 1900,,32.4
09-01-2011 2000,,32.8
09-01-2011 2100,,33.2
09-01-2011 2200,,33.3
09-01-2011 2300,,33.2
09-02-2011 0000,,32.9
09-02-2011 0100,,32.5
09-02-2011 0200,,32.1
09-02-2011 0300,,31.9
09-02-2011 0400,,31.6
09-02-2011 0500,,31.3
09-02-2011 0600,,31.4
09-02-2011 0700,,31.3
09-02-2011 0800,,31.3
09-02-2011 0900,,31.2
09-02-2011 1000,,31.1
09-02-2011 1100,,30.9
09-02-2011 1200,,31
09-02-2011 1300,,30.7
09-02-2011 1400,,30.7
09-02-2011 1500,,31
09-02-2011 1600,,31.3
09-02-2011 1700,,31.6
09-02-2011 1800,,32.2
09-02-2011 1900,,32.6
09-02-2011 2000,,33
09-02-2011 2100,,33.3
09-02-2011 2200,,33.3
09-02-2011 2300,,32.5
09-03-2011 0000,,32.7
09-03-2011 0100,,32.1
09-03-2011 0200,,31.8
09-03-2011 0300,,31.6
09-03-2011 0400,,31.5
09-03-2011 0500,,31
09-03-2011 0600,,30.7
09-03-2011 0700,,30.3
09-03-2011 0800,,30.6
09-03-2011 0900,,30.7
09-03-2011 1000,,30.6
09-03-2011 1100,,30.5
09-03-2011 1200,,30.3
09-03-2011 1300,,30.1
09-03-2011 1400,,29.8
09-03-2011 1500,,30.3
09-03-2011 1600,,31.1
09-03-2011 1700,,31.6
09-03-2011 1800,,32.1
09-03-2011 1900,,32.1
09-03-2011 2000,,32.1
09-03-2011 2100,,32.2
09-03-2011 2200,,32.1
09-03-2011 2300,,31.6
09-04-2011 0000,,31.3
09-04-2011 0100,,31.1
09-04-2011 0200,,31
09-04-2011 0300,,31
09-04-2011 0400,,31.2
09-04-2011 0500,,31.1
09-04-2011 0600,,31
09-04-2011 0700,,30.9
09-04-2011 0800,,30.7
09-04-2011 0900,,30.7
09-04-2011 1000,,30.5
09-04-2011 1100,,30.5
09-04-2011 1200,,30.4
09-04-2011 1300,,30.4
09-04-2011 1400,,30.3
09-04-2011 1500,,30.4
09-04-2011 1600,,30.4
09-04-2011 1700,,30.6
09-04-2011 1800,,30.8
09-04-2011 1900,,31.2
09-04-2011 2000,,31.4
09-04-2011 2100,,31.5
09-04-2011 2200,,31.3
09-04-2011 2300,,31
09-05-2011 0000,,30.7
09-05-2011 0100,,30.4
09-05-2011 0200,,30.2
09-05-2011 0300,,29.9
09-05-2011 0400,,29.8
09-05-2011 0500,,29.8
09-05-2011 0600,,29.8
09-05-2011 0700,,29.8
09-05-2011 0800,,29.5
09-05-2011 0900,,29.3
09-05-2011 1000,,29.1
09-05-2011 1100,,29.2
09-05-2011 1200,,28.7
09-05-2011 1300,,28.5
09-05-2011 1400,,28.1
09-05-2011 1500,,28.5
09-05-2011 1600,,28.8
09-05-2011 1700,,29.2
09-05-2011 1800,,29.7
09-05-2011 1900,,30.3
09-05-2011 2000,,30.7
09-05-2011 2100,,30.8
09-05-2011 2200,,30.8
09-05-2011 2300,,30.7
09-06-2011 0000,,30.4
09-06-2011 0100,,29.9
09-06-2011 0200,,29.5
09-06-2011 0300,,29
09-06-2011 0400,,28.5
09-06-2011 0500,,28.4
09-06-2011 0600,,27.6
09-06-2011 0700,,26.8
09-06-2011 0800,,27.4
09-06-2011 0900,,26.5
09-06-2011 1000,,25.7
09-06-2011 1100,,26.4
09-06-2011 1200,,26.2
09-06-2011 1300,,26.2
09-06-2011 1400,,25.4
09-06-2011 1500,,25.8
09-06-2011 1600,,26.3
09-06-2011 1700,,27
09-06-2011 1800,,27.5
09-06-2011 1900,,27.7
09-06-2011 2000,,28.3
09-06-2011 2100,,27.9
09-06-2011 2200,,28.5
09-06-2011 2300,,28.3
09-07-2011 0000,,28
09-07-2011 0100,,27.5
09-07-2011 0200,,27.1
09-07-2011 0300,,26.9
09-07-2011 0400,,26.9
09-07-2011 0500,,26.7
09-07-2011 0600,,26.4
09-07-2011 0700,,26.4
09-07-2011 0800,,26.3
09-07-2011 0900,,26.2
09-07-2011 1000,,26.1
09-07-2011 1100,,26.2
09-07-2011 1200,,26.3
09-07-2011 1300,,26.4
09-07-2011 1400,,26.6
09-07-2011 1500,,26.4
09-07-2011 1600,,27
09-07-2011 1700,,29.7
09-07-2011 1800,,28.1
09-07-2011 1900,,28.6
09-07-2011 2000,,28.9
09-07-2011 2100,,29.1
09-07-2011 2200,,28.7
09-07-2011 2300,,29.2
09-08-2011 0000,,29
09-08-2011 0100,,28.5
09-08-2011 0200,,28
09-08-2011 0300,,27.7
09-08-2011 0400,,27.1
09-08-2011 0500,,26.7
09-08-2011 0600,,26.4
09-08-2011 0700,,26.5
09-08-2011 0800,,26.2
09-08-2011 0900,,25.7
09-08-2011 1000,,26.2
09-08-2011 1100,,26.2
09-08-2011 1200,,26.4
09-08-2011 1300,,26.1
09-08-2011 1400,,
09-08-2011 1500,,25.9
09-08-2011 1600,,26.6
09-08-2011 1700,,
09-08-2011 1800,,27.4
09-08-2011 1900,,28
09-08-2011 2000,,28.8
09-08-2011 2100,,28.6
09-08-2011 2200,,29.1
09-08-2011 2300,,28.6
09-09-2011 0000,,28.2
09-09-2011 0100,,28
09-09-2011 0200,,27.7
09-09-2011 0300,,27.4
09-09-2011 0400,,27.2
09-09-2011 0500,,27.1
09-09-2011 0600,,26.9
09-09-2011 0700,,26.5
09-09-2011 0800,,26.4
09-09-2011 0900,,26.2
09-09-2011 1000,,26.2
09-09-2011 1100,,26.1
09-09-2011 1200,,26.4
09-09-2011 1300,,26.2
09-09-2011 1400,,26.2
09-09-2011 1500,,26.6
09-09-2011 1600,,27.2
09-09-2011 1700,,27.6
09-09-2011 1800,,27.8
09-09-2011 1900,,28
09-09-2011 2000,,28.4
09-09-2011 2100,,28.3
09-09-2011 2200,,28.7
09-09-2011 2300,,29.5
09-10-2011 0000,,28.7
09-10-2011 0100,,28.3
09-10-2011 0200,,28
09-10-2011 0300,,27.7
09-10-2011 0400,,27.4
09-10-2011 0500,,26.9
09-10-2011 0600,,26.9
09-10-2011 0700,,26.6
09-10-2011 0800,,26.6
09-10-2011 0900,,26.5
09-10-2011 1000,,26.2
09-10-2011 1100,,26
09-10-2011 1200,,25.7
09-10-2011 1300,,25.5
09-10-2011 1400,,25.8
09-10-2011 1500,,26.4
09-10-2011 1600,,27.3
09-10-2011 1700,,28.1
09-10-2011 1800,,28.7
09-10-2011 1900,,29.2
09-10-2011 2000,,29.3
09-10-2011 2100,,29.3
09-10-2011 2200,,29.6
09-10-2011 2300,,30
09-11-2011 0000,,29.7
09-11-2011 0100,,28.7
09-11-2011 0200,,28.9
09-11-2011 0300,,28.4
09-11-2011 0400,,28
09-11-2011 0500,,27.6
09-11-2011 0600,,27.6
09-11-2011 0700,,27.2
09-11-2011 0800,,27.3
09-11-2011 0900,,27
09-11-2011 1000,,26.7
09-11-2011 1100,,26.5
09-11-2011 1200,,26.3
09-11-2011 1300,,26.1
09-11-2011 1400,,26.3
09-11-2011 1500,,26.6
09-11-2011 1600,,27.4
09-11-2011 1700,,28.3
09-11-2011 1800,,29
09-11-2011 1900,,29.2
09-11-2011 2000,,29.9
09-11-2011 2100,,29.9
09-11-2011 2200,,30.2
09-11-2011 2300,,30.2
09-12-2011 0000,,29.5
09-12-2011 0100,,29.4
09-12-2011 0200,,28.9
09-12-2011 0300,,28.5
09-12-2011 0400,,28.5
09-12-2011 0500,,28.6
09-12-2011 0600,,28.1
09-12-2011 0700,,27.8
09-12-2011 0800,,27.5
09-12-2011 0900,,27.4
09-12-2011 1000,,27.2
09-12-2011 1100,,27.3
09-12-2011 1200,,27.2
09-12-2011 1300,,27.1
09-12-2011 1400,,27.2
09-12-2011 1500,,27.6
09-12-2011 1600,,28
09-12-2011 1700,,28.3
09-12-2011 1800,,29.2
09-12-2011 1900,,32
09-12-2011 2000,,30.5
09-12-2011 2100,,30.9
09-12-2011 2200,,31
09-12-2011 2300,,30.9
09-13-2011 0000,,30.6
09-13-2011 0100,,30.3
09-13-2011 0200,,29.6
09-13-2011 0300,,28.8
09-13-2011 0400,,28.9
09-13-2011 0500,,29
09-13-2011 0600,,28.9
09-13-2011 0700,,28.6
09-13-2011 0800,,28.3
09-13-2011 0900,,28
09-13-2011 1000,,27.9
09-13-2011 1100,,27.8
09-13-2011 1200,,27.7
09-13-2011 1300,,27.6
09-13-2011 1400,,27.8
09-13-2011 1500,,28.2
09-13-2011 1600,,28.7
09-13-2011 1700,,29.4
09-13-2011 1800,,30
09-13-2011 1900,,32.8
09-13-2011 2000,,31.2
09-13-2011 2100,,31.6
09-13-2011 2200,,31.7
09-13-2011 2300,,31.5
09-14-2011 0000,,30.9
09-14-2011 0100,,30.4
09-14-2011 0200,,30.1
09-14-2011 0300,,29.7
09-14-2011 0400,,29.3
09-14-2011 0500,,29
09-14-2011 0600,,28.7
09-14-2011 0700,,28.4
09-14-2011 0800,,28.2
09-14-2011 0900,,27.9
09-14-2011 1000,,27.8
09-14-2011 1100,,27.7
09-14-2011 1200,,27.5
09-14-2011 1300,,27.4
09-14-2011 1400,,27.7
09-14-2011 1500,,28
09-14-2011 1600,,28.5
09-14-2011 1700,,29
09-14-2011 1800,,29.7
09-14-2011 1900,,30.4
09-14-2011 2000,,30.1
09-14-2011 2100,,31.1
09-14-2011 2200,,31.1
09-14-2011 2300,,30.6
09-15-2011 0000,,29.9
09-15-2011 0100,,29.4
09-15-2011 0200,,29.1
09-15-2011 0300,,28.9
09-15-2011 0400,,28.5
09-15-2011 0500,,32.4
09-15-2011 0600,,27.4
09-15-2011 0700,,27.1
09-15-2011 0800,,26.8
09-15-2011 0900,,26.6
09-15-2011 1000,,26.5
09-15-2011 1100,,26.6
09-15-2011 1200,,26.3
09-15-2011 1300,,26.2
09-15-2011 1400,,26.5
09-15-2011 1500,,26.8
09-15-2011 1600,,27.5
09-15-2011 1700,,28.3
09-15-2011 1800,,29.1
09-15-2011 1900,,29.7
09-15-2011 2000,,30.1
09-15-2011 2100,,30.4
09-15-2011 2200,,
09-15-2011 2300,,29.8
09-16-2011 0000,,29.7
09-16-2011 0100,,
09-16-2011 0200,,28.3
09-16-2011 0300,,28
09-16-2011 0400,,28
09-16-2011 0500,,28.1
09-16-2011 0600,,27.9
09-16-2011 0700,,27.7
09-16-2011 0800,,27.4
09-16-2011 0900,,27.5
09-16-2011 1000,,27.2
09-16-2011 1100,,27
09-16-2011 1200,,26.9
09-16-2011 1300,,27.6
09-16-2011 1400,,27.2
09-16-2011 1500,,27.3
09-16-2011 1600,,27.8
09-16-2011 1700,,28.2
09-16-2011 1800,,28.8
09-16-2011 1900,,29.5
09-16-2011 2000,,32.4
09-16-2011 2100,,30.4
09-16-2011 2200,,30.3
09-16-2011 2300,,29.9
09-17-2011 0000,,29.5
09-17-2011 0100,,29.4
09-17-2011 0200,,29
09-17-2011 0300,,28.7
09-17-2011 0400,,28.5
09-17-2011 0500,,28.3
09-17-2011 0600,,28.1
09-17-2011 0700,,28
09-17-2011 0800,,27.8
09-17-2011 0900,,28
09-17-2011 1000,,27.8
09-17-2011 1100,,27.6
09-17-2011 1200,,27.5
09-17-2011 1300,,27.4
09-17-2011 1400,,27.6
09-17-2011 1500,,28
09-17-2011 1600,,28.6
09-17-2011 1700,,28.9
09-17-2011 1800,,28.9
09-17-2011 1900,,29.6
09-17-2011 2000,,29.9
09-17-2011 2100,,30.1
09-17-2011 2200,,29.9
09-17-2011 2300,,29.5
09-18-2011 0000,,29
09-18-2011 0100,,28.8
09-18-2011 0200,,28.6
09-18-2011 0300,,28.3
09-18-2011 0400,,28.4
09-18-2011 0500,,28.3
09-18-2011 0600,,28.2
09-18-2011 0700,,28
09-18-2011 0800,,27.9
09-18-2011 0900,,27.9
09-18-2011 1000,,27.8
09-18-2011 1100,,27.7
09-18-2011 1200,,28
09-18-2011 1300,,28.1
09-18-2011 1400,,28.1
09-18-2011 1500,,28.2
09-18-2011 1600,,28
09-18-2011 1700,,28.7
09-18-2011 1800,,29.2
09-18-2011 1900,,29.8
09-18-2011 2000,,30.1
09-18-2011 2100,,30.2
09-18-2011 2200,,29.9
09-18-2011 2300,,29.8
09-19-2011 0000,,29.3
09-19-2011 0100,,29.3
09-19-2011 0200,,29.2
09-19-2011 0300,,29
09-19-2011 0400,,
09-19-2011 0500,,28.7
09-19-2011 0600,,28.5
09-19-2011 0700,,
09-19-2011 0800,,28.3
09-19-2011 0900,,28
09-19-2011 1000,,28
09-19-2011 1100,,28
09-19-2011 1200,,28
09-19-2011 1300,,28.1
09-19-2011 1400,,28.7
09-19-2011 1500,,28.6
09-19-2011 1600,,29
09-19-2011 1700,,29.5
09-19-2011 1800,,29.6
09-19-2011 1900,,30.3
09-19-2011 2000,,30.9
09-19-2011 2100,,31.3
09-19-2011 2200,,31.3
09-19-2011 2300,,31.3
09-20-2011 0000,,30.8
09-20-2011 0100,,30
09-20-2011 0200,,30
09-20-2011 0300,,29.9
09-20-2011 0400,,29.7
09-20-2011 0500,,29.5
09-20-2011 0600,,29.3
09-20-2011 0700,,29.1
09-20-2011 0800,,28.9
09-20-2011 0900,,28.7
09-20-2011 1000,,28.6
09-20-2011 1100,,28.5
09-20-2011 1200,,28.5
09-20-2011 1300,,28.5
09-20-2011 1400,,28.4
09-20-2011 1500,,28.7
09-20-2011 1600,,29.3
09-20-2011 1700,,29.7
09-20-2011 1800,,30.2
09-20-2011 1900,,
09-20-2011 2000,,31.2
09-20-2011 2100,,30.9
09-20-2011 2200,,
09-20-2011 2300,,31
09-21-2011 0000,,30.1
09-21-2011 0100,,29.9
09-21-2011 0200,,30
09-21-2011 0300,,29.7
09-21-2011 0400,,
09-21-2011 0500,,29.1
09-21-2011 0600,,
09-21-2011 0700,,28.4
09-21-2011 0800,,28.2
09-21-2011 0900,,28.1
09-21-2011 1000,,28
09-21-2011 1100,,27.9
09-21-2011 1200,,27.9
09-21-2011 1300,,27.9
09-21-2011 1400,,27.9
09-21-2011 1500,,28.3
09-21-2011 1600,,28.8
09-21-2011 1700,,29.5
09-21-2011 1800,,30
09-21-2011 1900,,30.6
09-21-2011 2000,,31
09-21-2011 2100,,31.3
09-21-2011 2200,,31.5
09-21-2011 2300,,31.5
09-22-2011 0000,,30.6
09-22-2011 0100,,30.1
09-22-2011 0200,,30.3
09-22-2011 0300,,29.8
09-22-2011 0400,,33.2
09-22-2011 0500,,29
09-22-2011 0600,,28.6
09-22-2011 0700,,28.6
09-22-2011 0800,,28.3
09-22-2011 0900,,28.5
09-22-2011 1000,,28.3
09-22-2011 1100,,28.5
09-22-2011 1200,,28.3
09-22-2011 1300,,28.3
09-22-2011 1400,,28.2
09-22-2011 1500,,28.6
09-22-2011 1600,,29
09-22-2011 1700,,29.2
09-22-2011 1800,,29.4
09-22-2011 1900,,30.1
09-22-2011 2000,,30.7
09-22-2011 2100,,30.9
09-22-2011 2200,,30.9
09-22-2011 2300,,30.7
09-23-2011 0000,,30.4
09-23-2011 0100,,29.9
09-23-2011 0200,,29.7
09-23-2011 0300,,29.4
09-23-2011 0400,,29.2
09-23-2011 0500,,29.1
09-23-2011 0600,,29
09-23-2011 0700,,28.7
09-23-2011 0800,,28.4
09-23-2011 0900,,28.2
09-23-2011 1000,,28.6
09-23-2011 1100,,28.4
09-23-2011 1200,,28
09-23-2011 1300,,27.8
09-23-2011 1400,,27.7
09-23-2011 1500,,27.7
09-23-2011 1600,,28.3
09-23-2011 1700,,28.9
09-23-2011 1800,,31.5
09-23-2011 1900,,30.1
09-23-2011 2000,,30.4
09-23-2011 2100,,30.5
09-23-2011 2200,,30.7
09-23-2011 2300,,30.3
09-24-2011 0000,,30.1
09-24-2011 0100,,30.2
09-24-2011 0200,,29.6
09-24-2011 0300,,29.1
09-24-2011 0400,,29
09-24-2011 0500,,28.8
09-24-2011 0600,,29.1
09-24-2011 0700,,29
09-24-2011 0800,,28.7
09-24-2011 0900,,28.6
09-24-2011 1000,,28.4
09-24-2011 1100,,28.2
09-24-2011 1200,,28.1
09-24-2011 1300,,27.9
09-24-2011 1400,,27.8
09-24-2011 1500,,28.1
09-24-2011 1600,,28.9
09-24-2011 1700,,29.4
09-24-2011 1800,,29.8
09-24-2011 1900,,30.3
09-24-2011 2000,,30.6
09-24-2011 2100,,30.7
09-24-2011 2200,,30.7
09-24-2011 2300,,30.5
09-25-2011 0000,,30
09-25-2011 0100,,29.6
09-25-2011 0200,,29.3
09-25-2011 0300,,29
09-25-2011 0400,,28.7
09-25-2011 0500,,28.6
09-25-2011 0600,,28.4
09-25-2011 0700,,28.1
09-25-2011 0800,,27.9
09-25-2011 0900,,27.8
09-25-2011 1000,,27.6
09-25-2011 1100,,27.4
09-25-2011 1200,,27.3
09-25-2011 1300,,27.3
09-25-2011 1400,,27.5
09-25-2011 1500,,27.8
09-25-2011 1600,,28.3
09-25-2011 1700,,28.8
09-25-2011 1800,,29.3
09-25-2011 1900,,29.8
09-25-2011 2000,,30.2
09-25-2011 2100,,30.5
09-25-2011 2200,,30.5
09-25-2011 2300,,30.3
09-26-2011 0000,,29.9
09-26-2011 0100,,29.5
09-26-2011 0200,,29.1
09-26-2011 0300,,28.8
09-26-2011 0400,,28.6
09-26-2011 0500,,28.4
09-26-2011 0600,,28.3
09-26-2011 0700,,27.9
09-26-2011 0800,,27.7
09-26-2011 0900,,27.5
09-26-2011 1000,,27.5
09-26-2011 1100,,27.5
09-26-2011 1200,,27.5
09-26-2011 1300,,27.5
09-26-2011 1400,,27.6
09-26-2011 1500,,27.8
09-26-2011 1600,,28.2
09-26-2011 1700,,28.6
09-26-2011 1800,,29.2
09-26-2011 1900,,29.7
09-26-2011 2000,,30.1
09-26-2011 2100,,30.2
09-26-2011 2200,,30.2
09-26-2011 2300,,29.9
09-27-2011 0000,,29.5
09-27-2011 0100,,29.1
09-27-2011 0200,,28.8
09-27-2011 0300,,28.6
09-27-2011 0400,,28.3
09-27-2011 0500,,28
09-27-2011 0600,,27.8
09-27-2011 0700,,27.6
09-27-2011 0800,,27.5
09-27-2011 0900,,27.3
09-27-2011 1000,,27.3
09-27-2011 1100,,27.4
09-27-2011 1200,,27.2
09-27-2011 1300,,27.1
09-27-2011 1400,,27.1
09-27-2011 1500,,27.5
09-27-2011 1600,,28.2
09-27-2011 1700,,28.7
09-27-2011 1800,,29.3
09-27-2011 1900,,29.9
09-27-2011 2000,,30.3
09-27-2011 2100,,30.6
09-27-2011 2200,,30.7
09-27-2011 2300,,30.4
09-28-2011 0000,,30.1
09-28-2011 0100,,29.7
09-28-2011 0200,,29.4
09-28-2011 0300,,29
09-28-2011 0400,,29
09-28-2011 0500,,28.7
09-28-2011 0600,,28.5
09-28-2011 0700,,28.5
09-28-2011 0800,,28.4
09-28-2011 0900,,28.3
09-28-2011 1000,,28.2
09-28-2011 1100,,28.1
09-28-2011 1200,,27.9
09-28-2011 1300,,28.1
09-28-2011 1400,,28.2
09-28-2011 1500,,28.7
09-28-2011 1600,,28.8
09-28-2011 1700,,29.2
09-28-2011 1800,,29.5
09-28-2011 1900,,30.1
09-28-2011 2000,,30.8
09-28-2011 2100,,30.3
09-28-2011 2200,,30.6
09-28-2011 2300,,33.2
09-29-2011 0000,,33.2
09-29-2011 0100,,33.2
09-29-2011 0200,,32.9
09-29-2011 0300,,32.8
09-29-2011 0400,,32.7
09-29-2011 0500,,32.5
09-29-2011 0600,,32.3
09-29-2011 0700,,32.1
09-29-2011 0800,,31.9
09-29-2011 0900,,31.7
09-29-2011 1000,,31.6
09-29-2011 1100,,31.5
09-29-2011 1200,,31.4
09-29-2011 1300,,31.4
09-29-2011 1400,,31.5
09-29-2011 1500,,28.7
09-29-2011 1600,,29.2
09-29-2011 1700,,29.2
09-29-2011 1800,,30
09-29-2011 1900,,30.4
09-29-2011 2000,,29.8
09-29-2011 2100,,29.2
09-29-2011 2200,,32.6
09-29-2011 2300,,32.2
09-30-2011 0000,,28.7
09-30-2011 0100,,28.6
09-30-2011 0200,,28.2
09-30-2011 0300,,27.7
09-30-2011 0400,,27.5
09-30-2011 0500,,27.2
09-30-2011 0600,,27.3
09-30-2011 0700,,27.4
09-30-2011 0800,,27.5
09-30-2011 0900,,27.1
09-30-2011 1000,,27
09-30-2011 1100,,26.7
09-30-2011 1200,,26.4
09-30-2011 1300,,26.7
09-30-2011 1400,,26.7
09-30-2011 1500,,26.9
09-30-2011 1600,,27.1
09-30-2011 1700,,27.4
09-30-2011 1800,,27.9
09-30-2011 1900,,28.5
09-30-2011 2000,,29
09-30-2011 2100,,29.3
09-30-2011 2200,,29.5
09-30-2011 2300,,29.5
10-01-2011 0000,,29.1
10-01-2011 0100,,28.7
10-01-2011 0200,,28.4
10-01-2011 0300,,28.1
10-01-2011 0400,,28
10-01-2011 0500,,27.9
10-01-2011 0600,,27.9
10-01-2011 0700,,27.8
10-01-2011 0800,,27.8
10-01-2011 0900,,27.5
10-01-2011 1000,,27.4
10-01-2011 1100,,27.3
10-01-2011 1200,,27.3
10-01-2011 1300,,27.1
10-01-2011 1400,,27
10-01-2011 1500,,27.2
10-01-2011 1600,,27.6
10-01-2011 1700,,28.2
10-01-2011 1800,,28.7
10-01-2011 1900,,29
10-01-2011 2000,,28.9
10-01-2011 2100,,29.1
10-01-2011 2200,,29.1
10-01-2011 2300,,28.8
10-02-2011 0000,,28.3
10-02-2011 0100,,27.8
10-02-2011 0200,,27.3
10-02-2011 0300,,26.9
10-02-2011 0400,,26.5
10-02-2011 0500,,26.1
10-02-2011 0600,,26.3
10-02-2011 0700,,25.9
10-02-2011 0800,,25
10-02-2011 0900,,24.7
10-02-2011 1000,,24.7
10-02-2011 1100,,24.8
10-02-2011 1200,,24.9
10-02-2011 1300,,24
10-02-2011 1400,,24.6
10-02-2011 1500,,24.8
10-02-2011 1600,,25.4
10-02-2011 1700,,26.3
10-02-2011 1800,,26.9
10-02-2011 1900,,27.2
10-02-2011 2000,,27.3
10-02-2011 2100,,27.1
10-02-2011 2200,,27.1
10-02-2011 2300,,27
10-03-2011 0000,,26.6
10-03-2011 0100,,26.3
10-03-2011 0200,,26.3
10-03-2011 0300,,26.3
10-03-2011 0400,,26.1
10-03-2011 0500,,26
10-03-2011 0600,,25.2
10-03-2011 0700,,25.6
10-03-2011 0800,,25.3
10-03-2011 0900,,25.5
10-03-2011 1000,,25.1
10-03-2011 1100,,24.7
10-03-2011 1200,,23.8
10-03-2011 1300,,23.9
10-03-2011 1400,,24.1
10-03-2011 1500,,24
10-03-2011 1600,,24.5
10-03-2011 1700,,25.3
10-03-2011 1800,,26
10-03-2011 1900,,26.4
10-03-2011 2000,,28.8
10-03-2011 2100,,26.9
10-03-2011 2200,,26.8
10-03-2011 2300,,26.5
10-04-2011 0000,,26.2
10-04-2011 0100,,25.8
10-04-2011 0200,,25.6
10-04-2011 0300,,25.5
10-04-2011 0400,,25.7
10-04-2011 0500,,25.2
10-04-2011 0600,,24.9
10-04-2011 0700,,25.2
10-04-2011 0800,,25
10-04-2011 0900,,24.8
10-04-2011 1000,,24.6
10-04-2011 1100,,24.9
10-04-2011 1200,,24.4
10-04-2011 1300,,24.2
10-04-2011 1400,,24.2
10-04-2011 1500,,24.6
10-04-2011 1600,,25
10-04-2011 1700,,25.5
10-04-2011 1800,,26.2
10-04-2011 1900,,27
10-04-2011 2000,,27.3
10-04-2011 2100,,26.7
10-04-2011 2200,,27
10-04-2011 2300,,26.7
10-05-2011 0000,,26.4
10-05-2011 0100,,26.6
10-05-2011 0200,,26.1
10-05-2011 0300,,25.7
10-05-2011 0400,,25.7
10-05-2011 0500,,25.5
10-05-2011 0600,,25.6
10-05-2011 0700,,25.2
10-05-2011 0800,,25
10-05-2011 0900,,24.7
10-05-2011 1000,,24.6
10-05-2011 1100,,24.6
10-05-2011 1200,,24.5
10-05-2011 1300,,24.7
10-05-2011 1400,,24.8
10-05-2011 1500,,25.2
10-05-2011 1600,,25.4
10-05-2011 1700,,25.6
10-05-2011 1800,,26.1
10-05-2011 1900,,26.7
10-05-2011 2000,,27.2
10-05-2011 2100,,27.5
10-05-2011 2200,,27.5
10-05-2011 2300,,26.6
10-06-2011 0000,,26.4
10-06-2011 0100,,26.1
10-06-2011 0200,,26
10-06-2011 0300,,26
10-06-2011 0400,,26
10-06-2011 0500,,25.5
10-06-2011 0600,,25.3
10-06-2011 0700,,25.3
10-06-2011 0800,,25
10-06-2011 0900,,25
10-06-2011 1000,,24.9
10-06-2011 1100,,24.9
10-06-2011 1200,,25
10-06-2011 1300,,25
10-06-2011 1400,,25.3
10-06-2011 1500,,25.5
10-06-2011 1600,,25.9
10-06-2011 1700,,26.6
10-06-2011 1800,,27.4
10-06-2011 1900,,27.8
10-06-2011 2000,,28
10-06-2011 2100,,28.8
10-06-2011 2200,,28.8
10-06-2011 2300,,28.7
10-07-2011 0000,,28.8
10-07-2011 0100,,27.3
10-07-2011 0200,,26.6
10-07-2011 0300,,26.7
10-07-2011 0400,,27.5
10-07-2011 0500,,27
10-07-2011 0600,,26.4
10-07-2011 0700,,26.2
10-07-2011 0800,,26.2
10-07-2011 0900,,26
10-07-2011 1000,,26.1
10-07-2011 1100,,26.1
10-07-2011 1200,,26
10-07-2011 1300,,25.9
10-07-2011 1400,,26
10-07-2011 1500,,26.4
10-07-2011 1600,,26.8
10-07-2011 1700,,27.3
10-07-2011 1800,,27.9
10-07-2011 1900,,28
10-07-2011 2000,,28
10-07-2011 2100,,27.3
10-07-2011 2200,,27.8
10-07-2011 2300,,28.2
10-08-2011 0000,,27.5
10-08-2011 0100,,27.6
10-08-2011 0200,,27.4
10-08-2011 0300,,27.6
10-08-2011 0400,,27.4
10-08-2011 0500,,27.1
10-08-2011 0600,,27.2
10-08-2011 0700,,27
10-08-2011 0800,,26.6
10-08-2011 0900,,26.6
10-08-2011 1000,,26.5
10-08-2011 1100,,26.3
10-08-2011 1200,,26.1
10-08-2011 1300,,26.1
10-08-2011 1400,,26.2
10-08-2011 1500,,26.4
10-08-2011 1600,,26.6
10-08-2011 1700,,27
10-08-2011 1800,,27.5
10-08-2011 1900,,28
10-08-2011 2000,,28.3
10-08-2011 2100,,28.7
10-08-2011 2200,,28.8
10-08-2011 2300,,28.4
