dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
01-24-2014 1900,-0.2,8.8
01-24-2014 2000,0.1,8.8
01-24-2014 2100,0.8,8.7
01-24-2014 2200,1,8.6
01-24-2014 2300,1.3,8.3
01-25-2014 0000,1.7,8.3
01-25-2014 0100,1.8,8.3
01-25-2014 0200,1.9,8.1
01-25-2014 0300,1.7,8
01-25-2014 0400,2,7.8
01-25-2014 0500,2,7.8
01-25-2014 0600,1.9,7.8
01-25-2014 0700,1.8,7.7
01-25-2014 0800,1.8,7.8
01-25-2014 0900,1.6,7.8
01-25-2014 1000,1.5,7.6
01-25-2014 1100,1.4,7.4
01-25-2014 1200,1.3,7.3
01-25-2014 1300,1.3,7.4
01-25-2014 1400,1.5,7.4
01-25-2014 1500,2.3,6.2
01-25-2014 1600,4.2,7
01-25-2014 1700,6.7,7.8
01-25-2014 1800,8.4,8.5
01-25-2014 1900,10.1,9.2
01-25-2014 2000,11.6,9.6
01-25-2014 2100,13.3,9.6
01-25-2014 2200,13,10.1
01-25-2014 2300,11.7,9.5
01-26-2014 0000,11.1,9.4
01-26-2014 0100,10.8,9.2
01-26-2014 0200,11,8.9
01-26-2014 0300,10.8,8.7
01-26-2014 0400,10.7,8.7
01-26-2014 0500,10.5,8.8
01-26-2014 0600,10,8.7
01-26-2014 0700,9.8,8.6
01-26-2014 0800,9.6,8.6
01-26-2014 0900,9.3,8.5
01-26-2014 1000,8.5,8.5
01-26-2014 1100,7.8,8.5
01-26-2014 1200,7.4,8.5
01-26-2014 1300,8.2,8.4
01-26-2014 1400,8.8,8.3
01-26-2014 1500,10.5,8.5
01-26-2014 1600,12.8,8.9
01-26-2014 1700,13.4,9.4
01-26-2014 1800,16.1,10.1
01-26-2014 1900,16.7,10.9
01-26-2014 2000,17.4,11.5
01-26-2014 2100,17.1,12
01-26-2014 2200,17,12.4
01-26-2014 2300,17.2,12.3
01-27-2014 0000,16.7,12.3
01-27-2014 0100,16.2,12.1
01-27-2014 0200,16.6,12
01-27-2014 0300,16.7,12.3
01-27-2014 0400,16.5,12.1
01-27-2014 0500,15.8,11.9
01-27-2014 0600,15.3,11.7
01-27-2014 0700,14.4,11.1
01-27-2014 0800,14,11
01-27-2014 0900,13.6,11
01-27-2014 1000,12.9,11
01-27-2014 1100,12.2,11
01-27-2014 1200,12.6,11.1
01-27-2014 1300,12.3,11.2
01-27-2014 1400,12.7,11.3
01-27-2014 1500,12.7,11.4
01-27-2014 1600,13.1,11.7
01-27-2014 1700,13.2,12.3
01-27-2014 1800,15.1,13.2
01-27-2014 1900,15.7,13.3
01-27-2014 2000,16.7,13.5
01-27-2014 2100,16.9,14.3
01-27-2014 2200,16.4,15
01-27-2014 2300,15.1,14.9
01-28-2014 0000,13.2,14.3
01-28-2014 0100,11.4,14
01-28-2014 0200,10.4,14.3
01-28-2014 0300,9.2,13.7
01-28-2014 0400,8.5,12.7
01-28-2014 0500,8.2,11.4
01-28-2014 0600,7.7,10.9
01-28-2014 0700,7.6,10.6
01-28-2014 0800,7.3,10.5
01-28-2014 0900,6.9,10.6
01-28-2014 1000,6.9,10.8
01-28-2014 1100,5.9,10.9
01-28-2014 1200,5.2,11
01-28-2014 1300,4.8,10.7
01-28-2014 1400,3.7,10.3
01-28-2014 1500,3.6,10.1
01-28-2014 1600,2.8,10
01-28-2014 1700,2.5,10.2
01-28-2014 1800,2.5,10.1
01-28-2014 1900,2.3,10.1
01-28-2014 2000,1.4,9.7
01-28-2014 2100,0.7,9.4
01-28-2014 2200,0.9,9
01-28-2014 2300,0.9,8.7
01-29-2014 0000,1.3,8.5
01-29-2014 0100,1.5,8.3
01-29-2014 0200,1.6,8.1
01-29-2014 0300,1.5,7.9
01-29-2014 0400,1.6,7.6
01-29-2014 0500,1.8,7.9
01-29-2014 0600,2.2,7.8
01-29-2014 0700,2.5,7.8
01-29-2014 0800,2.5,7.8
01-29-2014 0900,2.5,7.6
01-29-2014 1000,2.1,7.3
01-29-2014 1100,1.7,7.2
01-29-2014 1200,1.9,7.2
01-29-2014 1300,2,7.1
01-29-2014 1400,2,6.8
01-29-2014 1500,2,6.5
01-29-2014 1600,2.3,6.7
01-29-2014 1700,2.7,6.6
01-29-2014 1800,3.7,6.7
01-29-2014 1900,3.7,7
01-29-2014 2000,4.4,7.2
01-29-2014 2100,4.7,7.4
01-29-2014 2200,5.1,7.3
01-29-2014 2300,6,7.4
01-30-2014 0000,6.5,6.5
01-30-2014 0100,7,6.2
01-30-2014 0200,7.3,6.3
01-30-2014 0300,7.8,6.2
01-30-2014 0400,8.4,6.3
01-30-2014 0500,8.7,6.7
01-30-2014 0600,9.1,6.4
01-30-2014 0700,9.4,6.6
01-30-2014 0800,9.9,6.5
01-30-2014 0900,10.5,6.4
01-30-2014 1000,10.8,6.5
01-30-2014 1100,11.1,6.6
01-30-2014 1200,11.6,6.7
01-30-2014 1300,11.9,6.8
01-30-2014 1400,12.4,6.8
01-30-2014 1500,13.4,6.9
01-30-2014 1600,11.8,7.1
01-30-2014 1700,11.9,7.5
01-30-2014 1800,15.5,8.2
01-30-2014 1900,16.2,8.6
01-30-2014 2000,16.2,8.9
01-30-2014 2100,16.4,9.5
01-30-2014 2200,15.6,9.8
01-30-2014 2300,15.2,10
01-31-2014 0000,14,9.9
01-31-2014 0100,13.8,9.7
01-31-2014 0200,13,9.7
01-31-2014 0300,14,9.7
01-31-2014 0400,14.6,9.5
01-31-2014 0500,13.8,9.2
01-31-2014 0600,12.8,9.2
01-31-2014 0700,13.1,9.1
01-31-2014 0800,12.8,9
01-31-2014 0900,12.4,8.9
01-31-2014 1000,13,8.8
01-31-2014 1100,13,8.8
01-31-2014 1200,13.1,8.7
01-31-2014 1300,13.8,8.8
01-31-2014 1400,13.5,9
01-31-2014 1500,15.7,9.2
01-31-2014 1600,16.9,9.6
01-31-2014 1700,18.1,10.2
01-31-2014 1800,18.8,10.8
01-31-2014 1900,19.7,11.8
01-31-2014 2000,19.4,12.7
01-31-2014 2100,18.9,13.1
01-31-2014 2200,18.5,13.3
01-31-2014 2300,18.5,13.4
02-01-2014 0000,18,13.2
02-01-2014 0100,17,13.2
02-01-2014 0200,17.3,13.2
02-01-2014 0300,17.2,12.6
02-01-2014 0400,17.3,12.5
02-01-2014 0500,17.4,12.6
02-01-2014 0600,17.2,12.8
02-01-2014 0700,17.3,12.6
02-01-2014 0800,17.1,12.6
02-01-2014 0900,16.7,12.7
02-01-2014 1000,16,12.7
02-01-2014 1100,15.9,12.9
02-01-2014 1200,16.7,12.7
02-01-2014 1300,16.9,12.6
02-01-2014 1400,16.8,12.9
02-01-2014 1500,17.1,13.1
02-01-2014 1600,18.4,13.7
02-01-2014 1700,18.9,13.3
02-01-2014 1800,18.6,14.2
02-01-2014 1900,19.8,14.7
02-01-2014 2000,19.9,15.2
02-01-2014 2100,19.6,15.7
02-01-2014 2200,19.2,16
02-01-2014 2300,18.7,16.1
02-02-2014 0000,18.2,15.9
02-02-2014 0100,17.2,15.7
02-02-2014 0200,17.3,15.6
02-02-2014 0300,17.8,15.5
02-02-2014 0400,17.4,15.3
02-02-2014 0500,17.9,15.3
02-02-2014 0600,17.8,15
02-02-2014 0700,17.3,15.1
02-02-2014 0800,18.2,15
02-02-2014 0900,17.7,15
02-02-2014 1000,17.3,15
02-02-2014 1100,17.5,15.1
02-02-2014 1200,17.2,15.1
02-02-2014 1300,16.7,15.1
02-02-2014 1400,16.9,15.1
02-02-2014 1500,17,15.2
02-02-2014 1600,17.8,15.5
02-02-2014 1700,18.3,15.5
02-02-2014 1800,17.9,15.6
02-02-2014 1900,11.3,15.7
02-02-2014 2000,7.6,15.2
02-02-2014 2100,6.9,15.1
02-02-2014 2200,7.1,14.9
02-02-2014 2300,6.4,14.6
02-03-2014 0000,6.4,14.2
02-03-2014 0100,6.9,13.9
02-03-2014 0200,7,13.8
02-03-2014 0300,6.8,13.7
02-03-2014 0400,6.7,13.5
02-03-2014 0500,6.2,13.2
02-03-2014 0600,6.1,13
02-03-2014 0700,5.6,12.9
02-03-2014 0800,5.6,12.8
02-03-2014 0900,4.5,12.6
02-03-2014 1000,4,12.5
02-03-2014 1100,3.6,11.9
02-03-2014 1200,3.4,11.8
02-03-2014 1300,3.2,11.6
02-03-2014 1400,3.2,10.8
02-03-2014 1500,3.3,10.7
02-03-2014 1600,3.2,10.3
02-03-2014 1700,3.5,10.1
02-03-2014 1800,3.8,10.8
02-03-2014 1900,4.2,10.5
02-03-2014 2000,4.5,10.8
02-03-2014 2100,4.7,10.9
02-03-2014 2200,4.8,10.1
02-03-2014 2300,5,10.5
02-04-2014 0000,5,10.3
02-04-2014 0100,5.2,10
02-04-2014 0200,5.5,10.6
02-04-2014 0300,5.8,10.5
02-04-2014 0400,6.9,10.3
02-04-2014 0500,6.9,10.2
02-04-2014 0600,7.9,9.9
02-04-2014 0700,9.5,9.7
02-04-2014 0800,9.7,9.5
02-04-2014 0900,9.8,10
02-04-2014 1000,10,9.9
02-04-2014 1100,9.3,10
02-04-2014 1200,8.8,10
02-04-2014 1300,8.7,10
02-04-2014 1400,7.9,10
02-04-2014 1500,7.8,9.9
02-04-2014 1600,7.6,9.8
02-04-2014 1700,7.8,10
02-04-2014 1800,8.1,9.9
02-04-2014 1900,8.4,10.1
02-04-2014 2000,9.3,10.3
02-04-2014 2100,10.1,10.5
02-04-2014 2200,11.1,10.2
02-04-2014 2300,11.5,10.6
02-05-2014 0000,11.1,10.2
02-05-2014 0100,10.5,10.3
02-05-2014 0200,10.6,10.3
02-05-2014 0300,10.3,10.2
02-05-2014 0400,10,10.2
02-05-2014 0500,9.9,10.1
02-05-2014 0600,9.9,10
02-05-2014 0700,9.8,9.9
02-05-2014 0800,9.8,9.8
02-05-2014 0900,9.5,9.7
02-05-2014 1000,9.4,9.7
02-05-2014 1100,9.3,9.7
02-05-2014 1200,8.9,9.7
02-05-2014 1300,8.1,9.7
02-05-2014 1400,8.1,9.6
02-05-2014 1500,8.7,9.6
02-05-2014 1600,8.5,9.7
02-05-2014 1700,7.7,9.4
02-05-2014 1800,8.4,9.5
02-05-2014 1900,9.1,9.9
02-05-2014 2000,9.6,10.4
02-05-2014 2100,10.4,10.7
02-05-2014 2200,9.4,10.7
02-05-2014 2300,9.6,10.8
02-06-2014 0000,9.5,10.8
02-06-2014 0100,9,10.5
02-06-2014 0200,8.6,10.5
02-06-2014 0300,8,10.3
02-06-2014 0400,7.4,10.1
02-06-2014 0500,6.6,10
02-06-2014 0600,5.8,9.7
02-06-2014 0700,4.9,9.2
02-06-2014 0800,4.3,8.9
02-06-2014 0900,3.7,8.9
02-06-2014 1000,3.4,8.9
02-06-2014 1100,3,8.6
02-06-2014 1200,2.3,8.5
02-06-2014 1300,1.8,8.3
02-06-2014 1400,1.4,7.7
02-06-2014 1500,1.7,7.8
02-06-2014 1600,1.6,7.6
02-06-2014 1700,1.7,6.9
02-06-2014 1800,2,7
02-06-2014 1900,2.4,7.7
02-06-2014 2000,2.6,7.9
02-06-2014 2100,2.6,7.8
02-06-2014 2200,3.1,7.6
02-06-2014 2300,3.4,7.4
02-07-2014 0000,3.7,7.3
02-07-2014 0100,3.1,7.1
02-07-2014 0200,2.7,6.9
02-07-2014 0300,2.4,6.9
02-07-2014 0400,2.4,6.8
02-07-2014 0500,2.3,6.7
02-07-2014 0600,2.3,6.6
02-07-2014 0700,2.1,6.4
02-07-2014 0800,2.2,6.4
02-07-2014 0900,1.5,6.3
02-07-2014 1000,1,5.9
02-07-2014 1100,1.1,5.8
02-07-2014 1200,1.1,5.9
02-07-2014 1300,0.6,5.9
02-07-2014 1400,0.4,5.8
02-07-2014 1500,0.5,5.8
02-07-2014 1600,0.8,5.6
02-07-2014 1700,0.8,5.5
02-07-2014 1800,1.1,5.4
02-07-2014 1900,1,5.4
02-07-2014 2000,1,5.2
02-07-2014 2100,0.9,5.1
02-07-2014 2200,0.9,5
02-07-2014 2300,1,5
02-08-2014 0000,1.4,4.9
02-08-2014 0100,1.6,4.9
02-08-2014 0200,2,4.8
02-08-2014 0300,1.9,4.8
02-08-2014 0400,2.4,4.9
02-08-2014 0500,2.7,4.8
02-08-2014 0600,3.2,4.8
02-08-2014 0700,3,4.8
02-08-2014 0800,3.1,4.9
02-08-2014 0900,3.2,4.8
02-08-2014 1000,3.6,4.8
02-08-2014 1100,3.9,4.8
02-08-2014 1200,4,4.8
02-08-2014 1300,3.9,4.8
02-08-2014 1400,3.8,4.8
02-08-2014 1500,4,4.9
02-08-2014 1600,4.4,5
02-08-2014 1700,4.9,5.2
02-08-2014 1800,5.8,5.4
02-08-2014 1900,6.4,5.7
02-08-2014 2000,7.5,6
02-08-2014 2100,7.5,6.2
02-08-2014 2200,8.4,6.2
02-08-2014 2300,7.9,6.7
02-09-2014 0000,8.2,6.3
02-09-2014 0100,8.4,5.6
02-09-2014 0200,8.5,5.7
02-09-2014 0300,8.4,5.7
02-09-2014 0400,8.4,5.9
02-09-2014 0500,8.3,6.1
02-09-2014 0600,8.3,6.2
02-09-2014 0700,8.3,6.6
02-09-2014 0800,8,6.4
02-09-2014 0900,7.7,6.4
02-09-2014 1000,7.6,6.4
02-09-2014 1100,7.8,6.4
02-09-2014 1200,8.1,6.4
02-09-2014 1300,8.2,6.4
02-09-2014 1400,8,6.5
02-09-2014 1500,8.5,6.6
02-09-2014 1600,9.1,6.8
02-09-2014 1700,9.5,7.2
02-09-2014 1800,11.1,7.7
02-09-2014 1900,10.6,7.8
02-09-2014 2000,12.2,7.7
02-09-2014 2100,12.3,8
02-09-2014 2200,11.7,9.3
02-09-2014 2300,12.1,9.4
02-10-2014 0000,12.4,9.7
02-10-2014 0100,13.6,10
02-10-2014 0200,14.6,8.7
02-10-2014 0300,16.3,8.6
02-10-2014 0400,16.4,8.2
02-10-2014 0500,15.6,8.7
02-10-2014 0600,15.4,8.8
02-10-2014 0700,15.4,8.4
02-10-2014 0800,15.5,8.5
02-10-2014 0900,16.1,8.6
02-10-2014 1000,15.6,8.4
02-10-2014 1100,15.3,8.5
02-10-2014 1200,15.3,8.5
02-10-2014 1300,13.8,8.5
02-10-2014 1400,13.3,8.4
02-10-2014 1500,13.5,8.4
02-10-2014 1600,14,8.8
02-10-2014 1700,14.7,9.7
02-10-2014 1800,15.7,9.4
02-10-2014 1900,12.6,10.2
02-10-2014 2000,10.1,10.1
02-10-2014 2100,9.1,9.7
02-10-2014 2200,8.5,10.6
02-10-2014 2300,8.1,11.2
02-11-2014 0000,7.6,11.7
02-11-2014 0100,7.1,10.5
02-11-2014 0200,6.9,10.8
02-11-2014 0300,6.7,11.1
02-11-2014 0400,6.6,10
02-11-2014 0500,6.3,9.6
02-11-2014 0600,6.1,9.3
02-11-2014 0700,5.7,9.2
02-11-2014 0800,5.3,9
02-11-2014 0900,5.5,8.7
02-11-2014 1000,4.8,8.5
02-11-2014 1100,4.6,8.3
02-11-2014 1200,4.3,8.2
02-11-2014 1300,4.5,8.1
02-11-2014 1400,3.9,8
02-11-2014 1500,4.2,8
02-11-2014 1600,4,7.9
02-11-2014 1700,3.6,7.9
02-11-2014 1800,3.5,7.9
02-11-2014 1900,3.6,7.8
02-11-2014 2000,3.3,7.9
02-11-2014 2100,3,7.7
02-11-2014 2200,3,7.8
02-11-2014 2300,3.4,7.9
02-12-2014 0000,3.4,7.7
02-12-2014 0100,3.4,7.6
02-12-2014 0200,2.9,7.5
02-12-2014 0300,2.8,7.4
02-12-2014 0400,2.5,7.2
02-12-2014 0500,2.3,7
02-12-2014 0600,2.4,7.1
02-12-2014 0700,2.4,7.1
02-12-2014 0800,2.6,7
02-12-2014 0900,2.4,7.1
02-12-2014 1000,2.1,7.4
02-12-2014 1100,2.2,7.3
02-12-2014 1200,2.2,7.3
02-12-2014 1300,2.5,7.2
02-12-2014 1400,2.6,7
02-12-2014 1500,2.9,6.9
02-12-2014 1600,3.6,7.1
02-12-2014 1700,4.7,7.5
02-12-2014 1800,6.1,7.9
02-12-2014 1900,7.4,8.3
02-12-2014 2000,8.4,8.7
02-12-2014 2100,9.5,9.3
02-12-2014 2200,10,9.5
02-12-2014 2300,10.6,9.7
02-13-2014 0000,10.5,8.8
02-13-2014 0100,10,8.8
02-13-2014 0200,9.2,8.8
02-13-2014 0300,9.2,8.7
02-13-2014 0400,8.1,8.7
02-13-2014 0500,8.1,8.7
02-13-2014 0600,8.3,8.6
02-13-2014 0700,7.3,8.7
02-13-2014 0800,7.1,8.1
02-13-2014 0900,7.6,7.9
02-13-2014 1000,7.9,7.9
02-13-2014 1100,7.3,7.9
02-13-2014 1200,6.7,7.7
02-13-2014 1300,4.9,7.6
02-13-2014 1400,5.2,7.4
02-13-2014 1500,6.5,7.5
02-13-2014 1600,8.7,7.8
02-13-2014 1700,10.2,8
02-13-2014 1800,11.8,8.6
02-13-2014 1900,13.4,9.2
02-13-2014 2000,13.3,9.7
02-13-2014 2100,12.1,10.3
02-13-2014 2200,11.7,10.3
02-13-2014 2300,11.8,10.5
02-14-2014 0000,12,10.4
02-14-2014 0100,12.6,11.1
02-14-2014 0200,12.6,10.2
02-14-2014 0300,12.4,10.2
02-14-2014 0400,12,10
02-14-2014 0500,12.6,9.9
02-14-2014 0600,11.4,9.9
02-14-2014 0700,11.4,9.8
02-14-2014 0800,12.1,9.7
02-14-2014 0900,11.7,9.7
02-14-2014 1000,11.6,9.6
02-14-2014 1100,12.1,9.6
02-14-2014 1200,11,9.5
02-14-2014 1300,11.3,9.5
02-14-2014 1400,12.6,9.5
02-14-2014 1500,13.8,9.8
02-14-2014 1600,15.7,10.2
02-14-2014 1700,16.6,10.8
02-14-2014 1800,18.8,11.5
02-14-2014 1900,20,11.8
02-14-2014 2000,19.8,12.6
02-14-2014 2100,19.2,12.9
02-14-2014 2200,19.2,13.2
02-14-2014 2300,18,13.2
02-15-2014 0000,16.2,13.1
02-15-2014 0100,14.6,12.9
02-15-2014 0200,14.6,12.8
02-15-2014 0300,14.4,12.8
02-15-2014 0400,13.2,12.8
02-15-2014 0500,12.9,13
02-15-2014 0600,13.7,12.9
02-15-2014 0700,14.1,13.2
02-15-2014 0800,13.6,12.8
02-15-2014 0900,13.3,12.7
02-15-2014 1000,13.6,12.4
02-15-2014 1100,13.6,12.6
02-15-2014 1200,12.6,12.6
02-15-2014 1300,12.3,12.8
02-15-2014 1400,12.6,12.7
02-15-2014 1500,14.2,13.1
02-15-2014 1600,15.9,13.6
02-15-2014 1700,16.9,13.8
02-15-2014 1800,17.6,14.2
02-15-2014 1900,17.8,14.4
02-15-2014 2000,17.9,15.4
02-15-2014 2100,18.6,15.9
02-15-2014 2200,18.2,16.1
02-15-2014 2300,17.7,16.1
02-16-2014 0000,17.2,15.6
02-16-2014 0100,16.1,15.6
02-16-2014 0200,16,15.4
02-16-2014 0300,16.3,15.1
02-16-2014 0400,16.8,14.9
02-16-2014 0500,16.2,14.7
02-16-2014 0600,15.9,14.7
02-16-2014 0700,15.8,14.6
02-16-2014 0800,15.6,14.4
02-16-2014 0900,14.9,14.3
02-16-2014 1000,14.5,14.3
02-16-2014 1100,16,14.3
02-16-2014 1200,15.8,14.3
02-16-2014 1300,16.4,14.4
02-16-2014 1400,15.6,14.5
02-16-2014 1500,16.8,14.6
02-16-2014 1600,17.3,14.8
02-16-2014 1700,18.7,15
02-16-2014 1800,20.6,15.5
02-16-2014 1900,20.7,16
02-16-2014 2000,20.5,16.6
02-16-2014 2100,21,17.1
02-16-2014 2200,20.1,17.4
02-16-2014 2300,19.2,17.9
02-17-2014 0000,18.4,17.5
02-17-2014 0100,17.9,17.4
02-17-2014 0200,17.7,17
02-17-2014 0300,17.5,16.7
02-17-2014 0400,17.2,16.7
02-17-2014 0500,17.1,16.5
02-17-2014 0600,16.7,16.5
02-17-2014 0700,16.7,16.4
02-17-2014 0800,16.9,16.3
02-17-2014 0900,17.4,16.4
02-17-2014 1000,17.9,16.6
02-17-2014 1100,18,16.7
02-17-2014 1200,17.6,16.7
02-17-2014 1300,17.2,16.5
02-17-2014 1400,17.4,16.4
02-17-2014 1500,18.7,16.6
02-17-2014 1600,20.4,16.8
02-17-2014 1700,20.6,17.4
02-17-2014 1800,20.8,17.9
02-17-2014 1900,20.6,18.4
02-17-2014 2000,20.1,18.3
02-17-2014 2100,20,19.1
02-17-2014 2200,19.6,19.5
02-17-2014 2300,18.9,19
02-18-2014 0000,18.1,19.6
02-18-2014 0100,17.3,19
02-18-2014 0200,17.1,18.8
02-18-2014 0300,17.8,18.3
02-18-2014 0400,17.3,18.8
02-18-2014 0500,16.8,18.3
02-18-2014 0600,16.5,18.1
02-18-2014 0700,16.2,18
02-18-2014 0800,16.5,17.9
02-18-2014 0900,17.1,18
02-18-2014 1000,16.9,18
02-18-2014 1100,17.2,18
02-18-2014 1200,17.5,17.9
02-18-2014 1300,17,17.9
02-18-2014 1400,17.1,17.9
02-18-2014 1500,17.5,18.1
02-18-2014 1600,17.2,18.3
02-18-2014 1700,17,18.6
02-18-2014 1800,17.8,18.8
02-18-2014 1900,19.5,19.6
02-18-2014 2000,19.3,20.1
02-18-2014 2100,19.2,20.4
02-18-2014 2200,18.8,20.5
02-18-2014 2300,18.2,20.3
02-19-2014 0000,17.7,20.2
02-19-2014 0100,17,19.7
02-19-2014 0200,17.4,19.4
02-19-2014 0300,17.3,19.2
02-19-2014 0400,17.4,18.9
02-19-2014 0500,16.6,18.7
02-19-2014 0600,16.3,18.5
02-19-2014 0700,16.8,18.6
02-19-2014 0800,16.2,18.6
02-19-2014 0900,15.4,18.6
02-19-2014 1000,16.1,18.7
02-19-2014 1100,16.5,18.6
02-19-2014 1200,16.6,18.6
02-19-2014 1300,17,18.6
02-19-2014 1400,16.9,18.4
02-19-2014 1500,17.3,18.2
02-19-2014 1600,17.4,18.5
02-19-2014 1700,16.9,18.7
02-19-2014 1800,18.4,19.1
02-19-2014 1900,19.7,19.6
02-19-2014 2000,19.8,20.2
02-19-2014 2100,19.7,20.5
02-19-2014 2200,19.7,20.7
02-19-2014 2300,19.4,20.7
02-20-2014 0000,18.6,20.4
02-20-2014 0100,17.4,20
02-20-2014 0200,17.3,19.7
02-20-2014 0300,17.2,19.2
02-20-2014 0400,16.7,19.1
02-20-2014 0500,16.9,19
02-20-2014 0600,16.9,19.1
02-20-2014 0700,17.4,18.8
02-20-2014 0800,17.3,18.9
02-20-2014 0900,16.7,19.1
02-20-2014 1000,17.1,19.1
02-20-2014 1100,17.1,18.9
02-20-2014 1200,17.4,18.7
02-20-2014 1300,17.1,18.4
02-20-2014 1400,16.9,18.2
02-20-2014 1500,17.8,18.3
02-20-2014 1600,18.1,18.8
02-20-2014 1700,19.3,19.1
02-20-2014 1800,19.2,19.3
02-20-2014 1900,19.7,19.6
02-20-2014 2000,20,20
02-20-2014 2100,21.2,20.7
02-20-2014 2200,22.2,20.8
02-20-2014 2300,20.6,20.3
02-21-2014 0000,20.5,20.9
02-21-2014 0100,17.7,20.3
02-21-2014 0200,17.8,20.4
02-21-2014 0300,17.8,20
02-21-2014 0400,17.7,20
02-21-2014 0500,19.8,19.6
02-21-2014 0600,18.6,19.1
02-21-2014 0700,17.3,18.7
02-21-2014 0800,16.1,18.4
02-21-2014 0900,15.5,17.7
02-21-2014 1000,14.3,17.4
02-21-2014 1100,13.4,16.9
02-21-2014 1200,13.4,16.3
02-21-2014 1300,13.2,16.4
02-21-2014 1400,13.3,16.2
02-21-2014 1500,13.8,15.9
02-21-2014 1600,14.7,15.8
02-21-2014 1700,15.8,16.8
02-21-2014 1800,16,17.1
02-21-2014 1900,15.8,18.2
02-21-2014 2000,15.5,17.8
02-21-2014 2100,15.1,18.3
02-21-2014 2200,15,18.4
02-21-2014 2300,15.3,18.2
02-22-2014 0000,15,18.3
02-22-2014 0100,14.7,17.8
02-22-2014 0200,14.1,17.5
02-22-2014 0300,14.2,17.5
02-22-2014 0400,13.8,17.5
02-22-2014 0500,14.6,17.4
02-22-2014 0600,15.2,17.4
02-22-2014 0700,14.4,17.5
02-22-2014 0800,14.4,17.2
02-22-2014 0900,14,17.1
02-22-2014 1000,13.9,16.6
02-22-2014 1100,13.7,16.6
02-22-2014 1200,13.9,16.4
02-22-2014 1300,13.9,16.5
02-22-2014 1400,15.1,16.4
02-22-2014 1500,16.5,16
02-22-2014 1600,17.2,16.5
02-22-2014 1700,17.2,16.8
02-22-2014 1800,17,17.1
02-22-2014 1900,17,17.3
02-22-2014 2000,16.3,17.6
02-22-2014 2100,16.6,17.7
02-22-2014 2200,16.2,17.5
02-22-2014 2300,15.7,17.8
02-23-2014 0000,15.5,17.7
02-23-2014 0100,15.7,17.7
02-23-2014 0200,16.5,17.8
02-23-2014 0300,16.3,17.5
02-23-2014 0400,16.6,17.5
02-23-2014 0500,16.3,17.6
02-23-2014 0600,16.2,17.5
02-23-2014 0700,16,17.4
02-23-2014 0800,16.6,17.5
02-23-2014 0900,17.2,17.5
02-23-2014 1000,17.7,17.4
02-23-2014 1100,17.4,17.4
02-23-2014 1200,17.2,17.4
02-23-2014 1300,17.2,17.4
02-23-2014 1400,17.3,17.4
02-23-2014 1500,18,17.3
02-23-2014 1600,18.7,17.5
02-23-2014 1700,19.7,17.8
02-23-2014 1800,20.5,18.1
02-23-2014 1900,21,18.4
02-23-2014 2000,21.8,18.5
02-23-2014 2100,21.8,18.9
02-23-2014 2200,21.2,19.2
02-23-2014 2300,20.4,18.7
02-24-2014 0000,18.6,19.4
02-24-2014 0100,17.3,19.8
02-24-2014 0200,18.2,19.8
02-24-2014 0300,17.9,19.4
02-24-2014 0400,18.2,19.2
02-24-2014 0500,18.4,19.2
02-24-2014 0600,17.9,19.1
02-24-2014 0700,17.4,19.1
02-24-2014 0800,17.6,19.2
02-24-2014 0900,17.8,19.1
02-24-2014 1000,17.1,19
02-24-2014 1100,16.6,19
02-24-2014 1200,16.8,19
02-24-2014 1300,16.8,19.1
02-24-2014 1400,17.1,19.2
02-24-2014 1500,17.8,19.1
02-24-2014 1600,18,19.3
02-24-2014 1700,17.3,19.1
02-24-2014 1800,17.1,19.1
02-24-2014 1900,17,19.5
02-24-2014 2000,17,19.8
02-24-2014 2100,17.9,20.1
02-24-2014 2200,18.1,19.3
02-24-2014 2300,18.4,19.9
02-25-2014 0000,18.2,19.9
02-25-2014 0100,18.2,19.9
02-25-2014 0200,16.7,19.5
02-25-2014 0300,16.3,19.7
02-25-2014 0400,15.7,19.5
02-25-2014 0500,15.5,19.4
02-25-2014 0600,15.1,19.4
02-25-2014 0700,14.9,19.5
02-25-2014 0800,15.8,19.4
02-25-2014 0900,16.1,19.3
02-25-2014 1000,16.3,19.3
02-25-2014 1100,16.7,19.2
02-25-2014 1200,16,19.2
02-25-2014 1300,15.8,19.1
02-25-2014 1400,16.1,19
02-25-2014 1500,17.2,19
02-25-2014 1600,17.5,18.9
02-25-2014 1700,18.2,19
02-25-2014 1800,18.4,19.3
02-25-2014 1900,18.7,19.5
02-25-2014 2000,18.1,19.8
02-25-2014 2100,18.3,20.1
02-25-2014 2200,19.3,20.2
02-25-2014 2300,19.8,20.1
02-26-2014 0000,19.6,20.2
02-26-2014 0100,17.8,20.1
02-26-2014 0200,18.3,20
02-26-2014 0300,18.6,19.7
02-26-2014 0400,19,19.6
02-26-2014 0500,18.8,19.6
02-26-2014 0600,18.7,19.5
02-26-2014 0700,18.4,19.7
02-26-2014 0800,18.1,19.7
02-26-2014 0900,18.6,19.6
02-26-2014 1000,14.9,19.6
02-26-2014 1100,13.5,19.4
02-26-2014 1200,12.1,19
02-26-2014 1300,11.7,18.6
02-26-2014 1400,10.9,18.1
02-26-2014 1500,9.9,17.4
02-26-2014 1600,9.4,17.1
02-26-2014 1700,8.4,16.6
02-26-2014 1800,8.2,16.2
