dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
12-04-2024 0500,21.7,18.5
12-04-2024 0600,21.7,18.6
12-04-2024 0700,22.1,18.6
12-04-2024 0800,21.6,18.6
12-04-2024 0900,21.7,18.7
12-04-2024 1000,21.5,18.7
12-04-2024 1100,21.3,18.8
12-04-2024 1200,21.0,18.8
12-04-2024 1300,20.2,18.8
12-04-2024 1400,19.0,18.8
12-04-2024 1500,18.6,18.8
12-04-2024 1600,18.0,18.8
12-04-2024 1700,18.0,18.9
12-04-2024 1800,17.4,19.1
12-04-2024 1900,17.0,19.2
12-04-2024 2000,18.1,19.3
12-04-2024 2100,18.9,19.5
12-04-2024 2200,19.6,19.7
12-04-2024 2300,19.7,19.8
12-05-2024 0000,19.3,19.7
12-05-2024 0100,18.7,19.7
12-05-2024 0200,18.8,19.6
12-05-2024 0300,19.1,19.6
12-05-2024 0400,19.0,19.6
12-05-2024 0500,18.7,19.5
12-05-2024 0600,18.1,19.5
12-05-2024 0700,18.0,19.3
12-05-2024 0800,18.0,19.2
12-05-2024 0900,17.8,19.2
12-05-2024 1000,17.9,19.2
12-05-2024 1100,18.0,19.1
12-05-2024 1200,18.1,19.1
12-05-2024 1300,18.3,19.1
12-05-2024 1400,18.6,19.0
12-05-2024 1500,18.8,19.0
12-05-2024 1600,18.1,19.1
12-05-2024 1700,17.8,19.1
12-05-2024 1800,17.6,19.1
12-05-2024 1900,17.8,19.2
12-05-2024 2000,18.0,19.2
12-05-2024 2100,18.0,19.3
12-05-2024 2200,18.4,19.3
12-05-2024 2300,18.1,19.3
12-06-2024 0000,17.9,19.3
12-06-2024 0100,18.7,19.2
12-06-2024 0200,18.7,19.2
12-06-2024 0300,19.1,19.1
12-06-2024 0400,19.5,19.0
12-06-2024 0500,19.7,19.0
12-06-2024 0600,19.6,18.9
12-06-2024 0700,19.1,18.8
12-06-2024 0800,18.9,18.7
12-06-2024 0900,19.0,18.5
12-06-2024 1000,18.5,18.5
12-06-2024 1100,18.0,18.3
12-06-2024 1200,16.7,18.2
12-06-2024 1300,15.5,18.0
12-06-2024 1400,16.1,17.9
12-06-2024 1500,16.2,17.9
12-06-2024 1600,16.8,17.8
12-06-2024 1700,16.6,17.7
12-06-2024 1800,17.2,17.6
12-06-2024 1900,16.4,17.6
12-06-2024 2000,16.0,17.6
12-06-2024 2100,15.5,17.5
12-06-2024 2200,15.7,17.3
12-06-2024 2300,15.9,17.3
12-07-2024 0000,16.0,17.1
12-07-2024 0100,16.4,16.8
12-07-2024 0200,17.0,16.6
12-07-2024 0300,17.6,16.6
12-07-2024 0400,18.0,16.5
12-07-2024 0500,15.8,16.7
12-07-2024 0600,15.2,16.7
12-07-2024 0700,15.0,16.8
12-07-2024 0800,13.0,16.6
12-07-2024 0900,13.5,16.3
12-07-2024 1000,15.2,16.1
12-07-2024 1100,15.5,15.9
12-07-2024 1200,13.8,16.0
12-07-2024 1300,12.9,16.2
12-07-2024 1400,13.4,16.2
12-07-2024 1500,13.5,16.0
12-07-2024 1600,13.3,15.9
12-07-2024 1700,13.7,15.9
12-07-2024 1800,13.6,16.0
12-07-2024 1900,13.6,16.0
12-07-2024 2000,13.7,16.0
12-07-2024 2100,14.2,16.0
12-07-2024 2200,14.5,16.0
12-07-2024 2300,15.1,16.0
12-08-2024 0000,14.9,15.9
12-08-2024 0100,14.8,15.9
12-08-2024 0200,14.2,15.7
12-08-2024 0300,11.7,15.7
12-08-2024 0400,10.9,15.5
12-08-2024 0500,10.5,15.5
12-08-2024 0600,10.4,15.3
12-08-2024 0700,10.3,15.3
12-08-2024 0800,10.4,15.4
12-08-2024 0900,10.8,15.4
12-08-2024 1000,10.5,15.3
12-08-2024 1100,10.9,15.3
12-08-2024 1200,10.9,15.3
12-08-2024 1300,10.9,15.2
12-08-2024 1400,10.9,15.2
12-08-2024 1500,11.3,15.1
12-08-2024 1600,11.7,15.2
12-08-2024 1700,12.8,15.2
12-08-2024 1800,13.5,15.3
12-08-2024 1900,14.0,15.3
12-08-2024 2000,14.9,15.4
12-08-2024 2100,16.0,15.4
12-08-2024 2200,15.8,15.4
12-08-2024 2300,15.3,15.4
12-09-2024 0000,15.3,15.4
12-09-2024 0100,14.7,15.3
12-09-2024 0200,14.9,15.2
12-09-2024 0300,14.1,15.1
12-09-2024 0400,13.9,15.1
12-09-2024 0500,14.2,15.1
12-09-2024 0600,16.2,15.1
12-09-2024 0700,15.5,15.1
12-09-2024 0800,15.2,15.1
12-09-2024 0900,15.0,15.1
12-09-2024 1000,15.5,15.2
12-09-2024 1100,18.1,15.1
12-09-2024 1200,17.3,15.2
12-09-2024 1300,17.6,15.3
12-09-2024 1400,16.1,15.4
12-09-2024 1500,16.2,15.4
12-09-2024 1600,17.8,15.5
12-09-2024 1700,17.2,15.6
12-09-2024 1800,17.6,15.7
12-09-2024 1900,18.1,15.9
12-09-2024 2000,19.5,16.4
12-09-2024 2100,20.9,16.6
12-09-2024 2200,22.5,16.9
12-09-2024 2300,21.4,17.2
12-10-2024 0000,18.6,17.3
12-10-2024 0100,18.7,17.3
12-10-2024 0200,20.3,17.2
12-10-2024 0300,20.8,17.0
12-10-2024 0400,20.7,16.9
12-10-2024 0500,19.3,16.8
12-10-2024 0600,19.3,16.7
12-10-2024 0700,18.3,16.7
12-10-2024 0800,17.7,16.6
12-10-2024 0900,18.1,16.6
12-10-2024 1000,17.9,16.6
12-10-2024 1100,18.2,16.6
12-10-2024 1200,18.3,16.6
12-10-2024 1300,17.6,16.6
12-10-2024 1400,17.0,16.8
12-10-2024 1500,14.6,16.7
12-10-2024 1600,13.7,16.6
12-10-2024 1700,14.5,16.6
12-10-2024 1800,14.9,16.7
12-10-2024 1900,16.4,16.8
12-10-2024 2000,17.2,16.8
12-10-2024 2100,17.4,16.8
12-10-2024 2200,18.2,16.8
12-10-2024 2300,18.1,16.7
12-11-2024 0000,17.1,16.6
12-11-2024 0100,16.7,16.4
12-11-2024 0200,16.1,16.2
12-11-2024 0300,15.6,15.9
12-11-2024 0400,14.6,15.9
12-11-2024 0500,13.5,15.6
12-11-2024 0600,12.4,15.1
12-11-2024 0700,11.6,14.5
12-11-2024 0800,10.9,14.1
12-11-2024 0900,10.4,13.9
12-11-2024 1000,9.9,13.7
12-11-2024 1100,8.3,13.5
12-11-2024 1200,7.9,13.4
12-11-2024 1300,7.4,13.6
12-11-2024 1400,6.5,13.4
12-11-2024 1500,8.0,13.3
12-11-2024 1600,9.6,13.4
12-11-2024 1700,11.8,13.7
12-11-2024 1800,12.9,14.0
12-11-2024 1900,13.3,14.5
12-11-2024 2000,14.5,14.4
12-11-2024 2100,15.5,14.5
12-11-2024 2200,15.2,14.5
12-11-2024 2300,14.7,14.4
12-12-2024 0000,13.3,14.3
12-12-2024 0100,12.9,14.2
12-12-2024 0200,12.9,14.0
12-12-2024 0300,13.2,14.0
12-12-2024 0400,12.8,13.9
12-12-2024 0500,13.1,13.9
12-12-2024 0600,13.6,13.7
12-12-2024 0700,13.2,13.7
12-12-2024 0800,11.6,13.6
12-12-2024 0900,10.5,13.6
12-12-2024 1000,9.8,13.5
12-12-2024 1100,10.4,13.5
12-12-2024 1200,11.3,13.4
12-12-2024 1300,11.3,13.4
12-12-2024 1400,12.3,13.2
12-12-2024 1500,13.1,13.1
12-12-2024 1600,19.0,13.4
12-12-2024 1700,19.6,13.9
12-12-2024 1800,19.9,14.4
12-12-2024 1900,20.4,15.0
12-12-2024 2000,20.7,15.4
12-12-2024 2100,20.0,15.5
12-12-2024 2200,20.0,15.6
12-12-2024 2300,19.8,15.7
12-13-2024 0000,19.9,15.7
12-13-2024 0100,19.4,15.7
12-13-2024 0200,19.5,15.6
12-13-2024 0300,19.5,15.6
12-13-2024 0400,19.7,15.6
12-13-2024 0500,19.8,15.6
12-13-2024 0600,20.0,15.7
12-13-2024 0700,19.3,15.7
12-13-2024 0800,19.8,15.7
12-13-2024 0900,19.3,15.8
12-13-2024 1000,18.6,15.8
12-13-2024 1100,18.5,15.9
12-13-2024 1200,17.6,15.9
12-13-2024 1300,18.6,15.9
12-13-2024 1400,17.6,15.9
12-13-2024 1500,18.2,15.9
12-13-2024 1600,21.0,16.0
12-13-2024 1700,20.4,16.3
12-13-2024 1800,19.8,16.5
12-13-2024 1900,18.5,16.7
12-13-2024 2000,22.9,16.9
12-13-2024 2100,22.5,17.2
12-13-2024 2200,21.3,17.4
12-13-2024 2300,21.3,17.5
12-14-2024 0000,20.2,17.5
12-14-2024 0100,20.4,18.0
12-14-2024 0200,21.1,18.0
12-14-2024 0300,20.7,18.0
12-14-2024 0400,20.6,17.9
12-14-2024 0500,20.7,17.8
12-14-2024 0600,20.4,17.7
12-14-2024 0700,20.1,17.7
12-14-2024 0800,20.5,17.7
12-14-2024 0900,20.8,17.7
12-14-2024 1000,19.8,17.7
12-14-2024 1100,19.0,17.7
12-14-2024 1200,19.5,17.7
12-14-2024 1300,19.3,17.5
12-14-2024 1400,19.9,17.6
12-14-2024 1500,23.1,17.6
12-14-2024 1600,23.3,17.8
12-14-2024 1700,22.6,18.0
12-14-2024 1800,21.9,18.2
12-14-2024 1900,23.8,18.5
12-14-2024 2000,24.4,18.9
12-14-2024 2100,23.9,18.9
12-14-2024 2200,22.8,19.0
12-14-2024 2300,21.9,19.5
12-15-2024 0000,21.6,19.5
12-15-2024 0100,21.3,19.6
12-15-2024 0200,20.7,19.6
12-15-2024 0300,21.3,19.6
12-15-2024 0400,21.1,19.5
12-15-2024 0500,21.4,19.4
12-15-2024 0600,20.9,19.3
12-15-2024 0700,20.5,19.2
12-15-2024 0800,20.5,19.1
12-15-2024 0900,21.0,19.0
12-15-2024 1000,21.4,19.0
12-15-2024 1100,21.3,19.0
12-15-2024 1200,21.4,19.0
12-15-2024 1300,21.8,18.9
12-15-2024 1400,21.2,18.9
12-15-2024 1500,22.4,19.0
12-15-2024 1600,23.1,19.0
12-15-2024 1700,23.9,19.2
12-15-2024 1800,24.2,19.5
12-15-2024 1900,24.3,19.9
12-15-2024 2000,24.1,20.2
12-15-2024 2100,23.9,20.4
12-15-2024 2200,23.6,20.6
12-15-2024 2300,23.0,20.7
12-16-2024 0000,22.1,20.6
12-16-2024 0100,22.1,20.7
12-16-2024 0200,22.0,20.7
12-16-2024 0300,21.8,20.5
12-16-2024 0400,21.9,20.3
12-16-2024 0500,21.9,20.2
12-16-2024 0600,21.8,20.2
12-16-2024 0700,21.6,20.1
12-16-2024 0800,21.3,20.1
12-16-2024 0900,21.1,20.0
12-16-2024 1000,20.9,19.9
12-16-2024 1100,20.9,19.9
12-16-2024 1200,20.8,19.9
12-16-2024 1300,20.5,19.9
12-16-2024 1400,20.7,19.9
12-16-2024 1500,22.9,19.9
12-16-2024 1600,23.2,20.1
12-16-2024 1700,24.2,20.3
12-16-2024 1800,24.6,20.6
12-16-2024 1900,24.6,20.9
12-16-2024 2000,24.8,21.1
12-16-2024 2100,24.8,21.4
12-16-2024 2200,24.4,21.5
12-16-2024 2300,23.7,21.5
12-17-2024 0000,22.3,21.5
12-17-2024 0100,22.0,21.6
12-17-2024 0200,21.9,21.6
12-17-2024 0300,22.2,21.6
12-17-2024 0400,22.0,21.5
12-17-2024 0500,21.4,21.3
12-17-2024 0600,22.0,21.2
12-17-2024 0700,21.7,21.0
12-17-2024 0800,21.4,21.0
12-17-2024 0900,21.2,20.9
12-17-2024 1000,21.1,21.0
12-17-2024 1100,20.8,21.0
12-17-2024 1200,21.1,20.9
12-17-2024 1300,20.9,20.8
12-17-2024 1400,21.1,20.8
12-17-2024 1500,23.0,20.9
12-17-2024 1600,24.3,21.0
12-17-2024 1700,24.8,21.4
12-17-2024 1800,25.2,21.7
12-17-2024 1900,25.1,22.2
12-17-2024 2000,25.0,22.8
12-17-2024 2100,25.0,22.8
12-17-2024 2200,24.9,22.8
12-17-2024 2300,23.9,22.7
12-18-2024 0000,22.5,22.5
12-18-2024 0100,22.2,22.5
12-18-2024 0200,21.8,22.5
12-18-2024 0300,21.8,22.4
12-18-2024 0400,21.5,22.3
12-18-2024 0500,21.3,22.2
12-18-2024 0600,21.4,22.1
12-18-2024 0700,21.2,21.9
12-18-2024 0800,21.1,21.9
12-18-2024 0900,21.1,21.9
12-18-2024 1000,21.0,21.8
12-18-2024 1100,20.9,21.6
12-18-2024 1200,21.1,21.5
12-18-2024 1300,21.1,21.4
12-18-2024 1400,20.8,21.5
12-18-2024 1500,21.0,21.6
12-18-2024 1600,21.7,21.8
12-18-2024 1700,25.0,22.0
12-18-2024 1800,24.2,22.4
12-18-2024 1900,25.0,22.7
12-18-2024 2000,24.0,23.1
12-18-2024 2100,24.4,23.5
12-18-2024 2200,23.3,23.4
12-18-2024 2300,22.4,23.6
12-19-2024 0000,22.0,23.4
12-19-2024 0100,22.3,23.0
12-19-2024 0200,21.2,22.8
12-19-2024 0300,20.3,22.0
12-19-2024 0400,19.4,22.0
12-19-2024 0500,19.0,22.0
12-19-2024 0600,18.0,21.6
12-19-2024 0700,17.3,21.3
12-19-2024 0800,16.3,20.8
12-19-2024 0900,15.8,20.8
12-19-2024 1000,15.4,20.3
12-19-2024 1100,14.9,20.1
12-19-2024 1200,14.3,19.8
12-19-2024 1300,13.6,19.8
12-19-2024 1400,13.1,20.0
12-19-2024 1500,13.0,20.0
12-19-2024 1600,13.2,20.1
12-19-2024 1700,13.9,20.2
12-19-2024 1800,14.6,20.6
12-19-2024 1900,15.8,20.8
12-19-2024 2000,16.9,21.0
12-19-2024 2100,17.4,20.7
12-19-2024 2200,17.3,20.7
12-19-2024 2300,17.2,20.8
12-20-2024 0000,16.8,20.5
12-20-2024 0100,16.9,20.4
12-20-2024 0200,17.0,20.1
12-20-2024 0300,16.9,19.9
12-20-2024 0400,16.9,19.8
12-20-2024 0500,17.1,19.8
12-20-2024 0600,17.5,19.6
12-20-2024 0700,17.5,19.4
12-20-2024 0800,17.4,19.3
12-20-2024 0900,17.2,19.1
12-20-2024 1000,18.0,19.0
12-20-2024 1100,17.9,19.0
12-20-2024 1200,17.5,18.9
12-20-2024 1300,16.6,18.7
12-20-2024 1400,16.8,18.6
12-20-2024 1500,17.3,18.6
12-20-2024 1600,17.2,18.8
12-20-2024 1700,17.5,19.0
12-20-2024 1800,18.2,19.3
12-20-2024 1900,19.6,19.6
12-20-2024 2000,19.9,19.8
12-20-2024 2100,19.2,20.0
12-20-2024 2200,19.1,20.1
12-20-2024 2300,18.7,20.1
12-21-2024 0000,17.9,20.0
12-21-2024 0100,18.1,19.9
12-21-2024 0200,17.9,19.9
12-21-2024 0300,18.1,19.9
12-21-2024 0400,17.6,19.6
12-21-2024 0500,17.3,19.3
12-21-2024 0600,17.2,19.1
12-21-2024 0700,17.8,18.9
12-21-2024 0800,17.2,18.9
12-21-2024 0900,16.8,18.7
12-21-2024 1000,16.5,18.6
12-21-2024 1100,16.0,18.4
12-21-2024 1200,15.6,18.1
12-21-2024 1300,15.2,17.9
12-21-2024 1400,15.9,18.0
12-21-2024 1500,15.7,17.8
12-21-2024 1600,16.1,17.9
12-21-2024 1700,16.0,18.6
12-21-2024 1800,18.3,18.7
12-21-2024 1900,18.3,18.9
12-21-2024 2000,18.1,19.2
12-21-2024 2100,18.4,19.3
12-21-2024 2200,18.6,19.4
12-21-2024 2300,18.5,19.3
12-22-2024 0000,18.3,19.1
12-22-2024 0100,18.0,18.9
12-22-2024 0200,17.8,18.8
12-22-2024 0300,17.5,18.7
12-22-2024 0400,17.2,18.6
12-22-2024 0500,17.0,18.5
12-22-2024 0600,17.2,18.3
12-22-2024 0700,17.6,18.2
12-22-2024 0800,17.2,18.0
12-22-2024 0900,17.5,17.9
12-22-2024 1000,17.6,17.8
12-22-2024 1100,18.0,17.7
12-22-2024 1200,18.3,17.5
12-22-2024 1300,18.2,17.5
12-22-2024 1400,18.5,17.5
12-22-2024 1500,20.0,17.5
12-22-2024 1600,20.8,17.7
12-22-2024 1700,21.4,18.1
12-22-2024 1800,21.7,18.6
12-22-2024 1900,22.1,19.0
12-22-2024 2000,22.1,19.3
12-22-2024 2100,21.6,19.5
12-22-2024 2200,22.0,19.6
12-22-2024 2300,21.2,19.7
12-23-2024 0000,19.7,19.7
12-23-2024 0100,19.5,19.4
12-23-2024 0200,19.3,19.3
12-23-2024 0300,19.2,19.3
12-23-2024 0400,19.3,19.2
12-23-2024 0500,19.1,19.2
12-23-2024 0600,19.2,19.1
12-23-2024 0700,19.1,19.1
12-23-2024 0800,19.0,18.9
12-23-2024 0900,20.0,18.9
12-23-2024 1000,19.9,18.8
12-23-2024 1100,19.6,18.8
12-23-2024 1200,19.7,18.7
12-23-2024 1300,19.4,18.7
12-23-2024 1400,19.6,18.6
12-23-2024 1500,21.5,18.6
12-23-2024 1600,22.6,18.8
12-23-2024 1700,23.2,19.1
12-23-2024 1800,23.4,19.5
12-23-2024 1900,23.4,19.8
12-23-2024 2000,23.5,20.3
12-23-2024 2100,23.6,20.6
12-23-2024 2200,23.2,20.9
12-23-2024 2300,22.4,20.8
12-24-2024 0000,20.8,20.8
12-24-2024 0100,20.7,20.6
12-24-2024 0200,20.7,20.5
12-24-2024 0300,20.9,20.4
12-24-2024 0400,20.6,20.3
12-24-2024 0500,21.1,20.2
12-24-2024 0600,20.9,20.1
12-24-2024 0700,20.8,20.1
12-24-2024 0800,20.8,20.0
12-24-2024 0900,20.7,19.9
12-24-2024 1000,20.4,19.9
12-24-2024 1100,20.5,19.9
12-24-2024 1200,20.1,19.8
12-24-2024 1300,20.1,19.8
12-24-2024 1400,20.0,19.7
12-24-2024 1500,21.7,19.8
12-24-2024 1600,22.7,20.0
12-24-2024 1700,23.2,20.4
12-24-2024 1800,23.5,20.8
12-24-2024 1900,23.5,21.2
12-24-2024 2000,23.6,21.6
12-24-2024 2100,23.6,21.8
12-24-2024 2200,23.2,21.9
12-24-2024 2300,22.6,22.0
12-25-2024 0000,21.9,21.9
12-25-2024 0100,21.5,21.7
12-25-2024 0200,21.5,21.5
12-25-2024 0300,21.6,21.4
12-25-2024 0400,21.5,21.4
12-25-2024 0500,21.4,21.3
12-25-2024 0600,21.4,21.3
12-25-2024 0700,21.3,21.2
12-25-2024 0800,21.4,21.2
12-25-2024 0900,21.1,21.2
12-25-2024 1000,21.3,21.1
12-25-2024 1100,21.0,21.1
12-25-2024 1200,20.3,21.1
12-25-2024 1300,20.7,21.1
12-25-2024 1400,20.8,21.1
12-25-2024 1500,21.5,21.1
12-25-2024 1600,21.8,21.1
12-25-2024 1700,22.3,21.4
12-25-2024 1800,22.5,21.7
12-25-2024 1900,22.5,22.1
12-25-2024 2000,22.6,22.2
12-25-2024 2100,23.3,22.5
12-25-2024 2200,23.6,22.8
12-25-2024 2300,22.5,23.0
12-26-2024 0000,20.8,23.0
12-26-2024 0100,20.5,23.1
12-26-2024 0200,20.9,23.0
12-26-2024 0300,21.1,22.9
12-26-2024 0400,21.1,22.8
12-26-2024 0500,21.0,22.4
12-26-2024 0600,20.6,22.2
12-26-2024 0700,20.6,22.2
12-26-2024 0800,20.6,22.1
12-26-2024 0900,20.6,21.9
12-26-2024 1000,20.4,21.8
12-26-2024 1100,21.0,21.7
12-26-2024 1200,20.9,21.6
12-26-2024 1300,21.1,21.6
12-26-2024 1400,21.4,21.6
12-26-2024 1500,22.2,21.6
12-26-2024 1600,22.7,21.7
12-26-2024 1700,23.0,21.9
12-26-2024 1800,23.3,22.1
12-26-2024 1900,23.7,22.2
12-26-2024 2000,23.7,22.4
12-26-2024 2100,23.5,22.7
12-26-2024 2200,23.6,22.8
12-26-2024 2300,23.1,22.7
12-27-2024 0000,22.3,22.7
12-27-2024 0100,21.9,22.6
12-27-2024 0200,21.7,22.5
12-27-2024 0300,21.3,22.4
12-27-2024 0400,21.3,22.3
12-27-2024 0500,22.0,22.2
12-27-2024 0600,20.0,22.2
12-27-2024 0700,19.9,22.1
12-27-2024 0800,19.1,22.0
12-27-2024 0900,18.7,21.9
12-27-2024 1000,19.2,21.7
12-27-2024 1100,20.3,21.6
12-27-2024 1200,20.0,21.5
12-27-2024 1300,19.2,21.4
12-27-2024 1400,20.0,21.3
12-27-2024 1500,20.2,21.3
12-27-2024 1600,21.4,21.4
12-27-2024 1700,21.9,21.6
12-27-2024 1800,22.3,21.9
12-27-2024 1900,22.1,22.2
12-27-2024 2000,23.1,22.5
12-27-2024 2100,21.7,22.9
12-27-2024 2200,21.1,23.1
12-27-2024 2300,21.4,23.2
12-28-2024 0000,20.9,23.3
12-28-2024 0100,20.8,23.4
12-28-2024 0200,20.6,23.3
12-28-2024 0300,21.2,23.2
12-28-2024 0400,21.8,23.0
12-28-2024 0500,21.4,22.6
12-28-2024 0600,21.7,22.4
12-28-2024 0700,21.8,22.3
12-28-2024 0800,21.5,22.3
12-28-2024 0900,21.5,22.2
12-28-2024 1000,21.3,22.2
12-28-2024 1100,21.4,22.1
12-28-2024 1200,21.2,22.1
12-28-2024 1300,21.0,22.0
12-28-2024 1400,21.1,22.0
12-28-2024 1500,21.4,22.1
12-28-2024 1600,21.7,22.3
12-28-2024 1700,22.1,22.4
12-28-2024 1800,24.7,22.7
12-28-2024 1900,25.4,23.0
12-28-2024 2000,26.1,23.3
12-28-2024 2100,27.0,23.5
12-28-2024 2200,27.2,23.6
12-28-2024 2300,27.7,23.6
12-29-2024 0000,25.6,23.6
12-29-2024 0100,23.9,23.3
12-29-2024 0200,22.5,23.1
12-29-2024 0300,23.1,22.8
12-29-2024 0400,23.8,22.5
12-29-2024 0500,23.5,22.3
12-29-2024 0600,23.1,22.1
12-29-2024 0700,21.8,21.9
12-29-2024 0800,19.7,21.6
12-29-2024 0900,19.1,21.6
12-29-2024 1000,17.7,21.7
12-29-2024 1100,17.1,21.6
12-29-2024 1200,16.6,21.3
12-29-2024 1300,15.1,21.0
12-29-2024 1400,15.0,21.0
12-29-2024 1500,16.2,20.9
12-29-2024 1600,18.4,20.7
12-29-2024 1700,20.6,21.3
12-29-2024 1800,21.4,22.0
12-29-2024 1900,23.0,22.2
12-29-2024 2000,23.4,22.5
12-29-2024 2100,23.0,22.2
12-29-2024 2200,22.7,22.2
12-29-2024 2300,21.2,22.2
12-30-2024 0000,19.3,22.0
12-30-2024 0100,19.2,21.8
12-30-2024 0200,19.3,21.3
12-30-2024 0300,19.3,21.3
12-30-2024 0400,19.6,21.1
12-30-2024 0500,19.5,21.0
12-30-2024 0600,19.5,20.9
12-30-2024 0700,19.3,20.8
12-30-2024 0800,19.2,20.7
12-30-2024 0900,19.4,20.6
12-30-2024 1000,19.3,20.5
12-30-2024 1100,19.4,20.5
12-30-2024 1200,18.3,20.6
12-30-2024 1300,18.8,20.7
12-30-2024 1400,18.6,20.7
12-30-2024 1500,20.1,20.7
12-30-2024 1600,21.8,20.8
12-30-2024 1700,21.3,20.9
12-30-2024 1800,22.8,21.4
12-30-2024 1900,24.2,21.9
12-30-2024 2000,23.7,22.3
12-30-2024 2100,23.9,22.3
12-30-2024 2200,23.4,22.5
12-30-2024 2300,22.7,22.5
12-31-2024 0000,22.0,22.3
12-31-2024 0100,22.1,22.0
12-31-2024 0200,21.8,21.8
12-31-2024 0300,21.5,21.7
12-31-2024 0400,21.5,21.6
12-31-2024 0500,21.1,21.6
12-31-2024 0600,20.8,21.5
12-31-2024 0700,20.3,21.4
12-31-2024 0800,20.0,21.4
12-31-2024 0900,19.9,21.4
12-31-2024 1000,18.7,21.4
12-31-2024 1100,18.5,21.3
12-31-2024 1200,17.7,21.2
12-31-2024 1300,15.4,21.1
12-31-2024 1400,14.2,21.0
12-31-2024 1500,17.9,20.9
12-31-2024 1600,16.7,20.7
12-31-2024 1700,17.9,20.9
12-31-2024 1800,18.5,20.7
12-31-2024 1900,19.2,20.6
12-31-2024 2000,19.6,20.9
12-31-2024 2100,20.0,21.0
12-31-2024 2200,20.2,20.9
12-31-2024 2300,20.1,20.7
01-01-2025 0000,19.1,20.5
01-01-2025 0100,18.8,20.2
01-01-2025 0200,18.7,20.0
01-01-2025 0300,18.9,19.8
01-01-2025 0400,18.9,19.6
01-01-2025 0500,18.8,19.5
01-01-2025 0600,18.6,19.3
01-01-2025 0700,18.2,19.3
01-01-2025 0800,17.6,19.2
01-01-2025 0900,17.0,19.2
01-01-2025 1000,16.3,19.0
01-01-2025 1100,15.9,18.8
01-01-2025 1200,16.9,18.4
01-01-2025 1300,17.0,18.2
01-01-2025 1400,16.9,18.4
01-01-2025 1500,16.5,18.2
01-01-2025 1600,16.9,18.4
01-01-2025 1700,16.6,18.6
01-01-2025 1800,16.4,18.6
01-01-2025 1900,16.4,18.8
01-01-2025 2000,16.4,18.8
01-01-2025 2100,16.4,18.6
01-01-2025 2200,16.5,18.5
01-01-2025 2300,16.5,18.2
01-02-2025 0000,16.9,18.1
01-02-2025 0100,16.9,17.8
01-02-2025 0200,16.7,17.5
01-02-2025 0300,17.0,17.7
01-02-2025 0400,17.0,17.8
01-02-2025 0500,17.2,18.0
01-02-2025 0600,17.4,18.1
01-02-2025 0700,17.6,18.1
01-02-2025 0800,17.3,17.7
01-02-2025 0900,17.1,17.6
01-02-2025 1000,17.1,17.5
01-02-2025 1100,17.3,17.5
01-02-2025 1200,17.7,17.5
01-02-2025 1300,18.4,17.5
01-02-2025 1400,18.6,17.4
01-02-2025 1500,18.6,17.6
01-02-2025 1600,17.5,17.7
01-02-2025 1700,17.1,17.7
01-02-2025 1800,16.4,17.7
01-02-2025 1900,16.4,17.8
01-02-2025 2000,16.9,18.1
01-02-2025 2100,17.8,18.4
01-02-2025 2200,18.0,18.4
01-02-2025 2300,17.9,18.5
01-03-2025 0000,18.0,18.5
01-03-2025 0100,17.7,18.5
01-03-2025 0200,17.8,18.4
01-03-2025 0300,18.0,18.3
01-03-2025 0400,18.0,18.3
01-03-2025 0500,17.7,18.2
01-03-2025 0600,17.5,18.2
01-03-2025 0700,17.4,18.1
01-03-2025 0800,17.1,18.1
01-03-2025 0900,16.9,18.1
01-03-2025 1000,16.9,18.1
01-03-2025 1100,16.7,18.1
01-03-2025 1200,16.5,18.1
01-03-2025 1300,16.6,18.1
01-03-2025 1400,16.7,18.0
01-03-2025 1500,16.8,18.0
01-03-2025 1600,17.1,18.1
01-03-2025 1700,16.9,18.2
01-03-2025 1800,17.1,18.3
01-03-2025 1900,17.5,18.6
01-03-2025 2000,18.3,18.8
01-03-2025 2100,19.3,19.2
01-03-2025 2200,18.6,19.3
01-03-2025 2300,18.1,19.4
01-04-2025 0000,18.4,19.3
01-04-2025 0100,18.1,19.3
01-04-2025 0200,18.2,19.3
01-04-2025 0300,18.5,19.4
01-04-2025 0400,18.3,19.4
01-04-2025 0500,18.6,19.3
01-04-2025 0600,18.3,19.3
01-04-2025 0700,18.5,19.3
01-04-2025 0800,18.3,19.1
01-04-2025 0900,18.4,19.0
01-04-2025 1000,18.3,19.0
01-04-2025 1100,18.4,19.0
01-04-2025 1200,18.2,18.9
01-04-2025 1300,17.9,18.9
01-04-2025 1400,17.6,18.9
01-04-2025 1500,18.0,18.9
01-04-2025 1600,19.3,19.1
01-04-2025 1700,20.8,19.2
01-04-2025 1800,22.7,19.6
01-04-2025 1900,23.1,19.8
01-04-2025 2000,23.2,20.3
01-04-2025 2100,22.7,20.5
01-04-2025 2200,22.6,20.6
01-04-2025 2300,22.0,20.5
01-05-2025 0000,21.1,20.2
01-05-2025 0100,21.0,20.2
01-05-2025 0200,20.7,20.0
01-05-2025 0300,20.6,20.0
01-05-2025 0400,20.8,19.9
01-05-2025 0500,20.7,19.9
01-05-2025 0600,20.8,19.8
01-05-2025 0700,21.0,19.8
01-05-2025 0800,20.8,19.8
01-05-2025 0900,20.7,19.8
01-05-2025 1000,20.9,19.7
01-05-2025 1100,20.8,19.7
