dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
11-01-2024 2200,25.8,28.2
11-01-2024 2300,26.1,28.2
11-02-2024 0000,26.0,28.1
11-02-2024 0100,26.0,28.1
11-02-2024 0200,26.2,28.1
11-02-2024 0300,26.2,27.8
11-02-2024 0400,26.2,27.6
11-02-2024 0500,26.2,27.4
11-02-2024 0600,26.2,27.2
11-02-2024 0700,26.2,27.0
11-02-2024 0800,26.0,26.9
11-02-2024 0900,25.9,26.8
11-02-2024 1000,26.0,26.8
11-02-2024 1100,25.8,26.4
11-02-2024 1200,25.8,26.4
11-02-2024 1300,25.6,26.3
11-02-2024 1400,26.4,26.3
11-02-2024 1500,27.0,26.4
11-02-2024 1600,27.4,26.5
11-02-2024 1700,27.6,27.1
11-02-2024 1800,27.8,27.4
11-02-2024 1900,27.7,28.0
11-02-2024 2000,27.8,28.2
11-02-2024 2100,27.8,28.4
11-02-2024 2200,27.6,28.5
11-02-2024 2300,27.4,28.4
11-03-2024 0000,27.0,28.2
11-03-2024 0100,26.9,28.1
11-03-2024 0200,26.7,28.0
11-03-2024 0300,26.7,28.0
11-03-2024 0400,26.6,27.6
11-03-2024 0500,26.5,27.5
11-03-2024 0600,26.5,27.3
11-03-2024 0700,26.5,27.1
11-03-2024 0800,26.4,27.0
11-03-2024 0900,26.3,26.8
11-03-2024 1000,26.2,26.7
11-03-2024 1100,26.2,26.7
11-03-2024 1200,26.2,26.7
11-03-2024 1300,26.2,26.5
11-03-2024 1400,26.6,26.4
11-03-2024 1500,26.9,26.6
11-03-2024 1600,27.1,26.7
11-03-2024 1700,27.4,27.0
11-03-2024 1800,27.6,27.3
11-03-2024 1900,27.6,27.5
11-03-2024 2000,27.7,27.7
11-03-2024 2100,27.5,27.9
11-03-2024 2200,27.4,27.8
11-03-2024 2300,27.1,27.8
11-04-2024 0000,27.0,27.5
11-04-2024 0100,26.8,27.3
11-04-2024 0200,26.8,27.2
11-04-2024 0300,26.8,27.0
11-04-2024 0400,26.8,27.0
11-04-2024 0500,26.8,26.9
11-04-2024 0600,26.8,26.8
11-04-2024 0700,26.8,26.8
11-04-2024 0800,26.8,26.7
11-04-2024 0900,27.0,26.5
11-04-2024 1000,27.1,26.5
11-04-2024 1100,27.1,26.7
11-04-2024 1200,27.1,26.6
11-04-2024 1300,27.1,26.5
11-04-2024 1400,27.4,26.5
11-04-2024 1500,27.4,26.3
11-04-2024 1600,27.9,26.6
11-04-2024 1700,28.0,26.7
11-04-2024 1800,28.3,26.8
11-04-2024 1900,28.4,27.2
11-04-2024 2000,28.1,27.4
11-04-2024 2100,28.3,27.5
11-04-2024 2200,28.0,27.6
11-04-2024 2300,27.7,27.6
11-05-2024 0000,27.3,27.5
11-05-2024 0100,27.3,27.3
11-05-2024 0200,27.2,27.2
11-05-2024 0300,27.2,27.1
11-05-2024 0400,27.1,27.0
11-05-2024 0500,27.2,27.0
11-05-2024 0600,27.1,26.9
11-05-2024 0700,27.1,26.9
11-05-2024 0800,27.2,26.8
11-05-2024 0900,27.2,26.9
11-05-2024 1000,27.2,26.9
11-05-2024 1100,26.3,26.8
11-05-2024 1200,26.8,26.8
11-05-2024 1300,21.1,26.6
11-05-2024 1400,20.6,26.3
11-05-2024 1500,21.3,26.0
11-05-2024 1600,21.5,25.8
11-05-2024 1700,21.7,25.7
11-05-2024 1800,22.1,25.6
11-05-2024 1900,22.7,25.6
11-05-2024 2000,23.4,25.7
11-05-2024 2100,24.1,25.7
11-05-2024 2200,24.3,25.7
11-05-2024 2300,24.7,25.6
11-06-2024 0000,24.7,25.4
11-06-2024 0100,24.9,25.3
11-06-2024 0200,24.1,25.1
11-06-2024 0300,23.1,25.0
11-06-2024 0400,22.9,25.0
11-06-2024 0500,23.6,24.9
11-06-2024 0600,23.4,24.9
11-06-2024 0700,23.8,24.8
11-06-2024 0800,21.6,24.5
11-06-2024 0900,22.5,24.3
11-06-2024 1000,22.3,24.1
11-06-2024 1100,22.2,24.1
11-06-2024 1200,22.3,24.0
11-06-2024 1300,22.7,24.1
11-06-2024 1400,22.6,24.1
11-06-2024 1500,23.0,24.1
11-06-2024 1600,23.8,24.1
11-06-2024 1700,24.3,24.2
11-06-2024 1800,24.5,24.3
11-06-2024 1900,24.6,24.5
11-06-2024 2000,25.3,24.7
11-06-2024 2100,25.4,24.9
11-06-2024 2200,25.2,25.0
11-06-2024 2300,25.3,25.0
11-07-2024 0000,25.6,24.9
11-07-2024 0100,25.5,24.9
11-07-2024 0200,25.7,24.9
11-07-2024 0300,25.5,24.9
11-07-2024 0400,25.8,25.0
11-07-2024 0500,25.7,25.1
11-07-2024 0600,25.7,25.2
11-07-2024 0700,25.8,25.1
11-07-2024 0800,25.8,25.1
11-07-2024 0900,25.6,25.0
11-07-2024 1000,25.7,25.0
11-07-2024 1100,25.5,25.0
11-07-2024 1200,25.5,24.9
11-07-2024 1300,25.2,24.9
11-07-2024 1400,25.8,25.0
11-07-2024 1500,26.4,25.2
11-07-2024 1600,27.2,25.2
11-07-2024 1700,27.3,25.3
11-07-2024 1800,27.4,25.6
11-07-2024 1900,27.3,25.8
11-07-2024 2000,27.3,26.4
11-07-2024 2100,27.1,26.6
11-07-2024 2200,27.2,26.8
11-07-2024 2300,27.0,26.9
11-08-2024 0000,26.3,26.6
11-08-2024 0100,26.2,27.0
11-08-2024 0200,26.1,27.3
11-08-2024 0300,25.9,27.3
11-08-2024 0400,25.8,27.1
11-08-2024 0500,25.7,26.4
11-08-2024 0600,25.6,26.2
11-08-2024 0700,25.5,26.1
11-08-2024 0800,25.5,26.1
11-08-2024 0900,25.3,26.0
11-08-2024 1000,25.3,25.9
11-08-2024 1100,25.2,25.7
11-08-2024 1200,25.1,25.6
11-08-2024 1300,25.1,25.5
11-08-2024 1400,25.9,25.5
11-08-2024 1500,26.6,25.6
11-08-2024 1600,26.9,25.7
11-08-2024 1700,27.4,26.1
11-08-2024 1800,27.7,26.4
11-08-2024 1900,27.8,26.6
11-08-2024 2000,27.6,27.2
11-08-2024 2100,27.6,27.6
11-08-2024 2200,27.6,27.8
11-08-2024 2300,27.3,28.0
11-09-2024 0000,26.5,27.9
11-09-2024 0100,26.2,27.8
11-09-2024 0200,26.1,27.9
11-09-2024 0300,26.1,27.9
11-09-2024 0400,26.0,27.8
11-09-2024 0500,26.0,27.6
11-09-2024 0600,24.9,27.4
11-09-2024 0700,24.8,27.1
11-09-2024 0800,24.0,26.5
11-09-2024 0900,23.0,26.3
11-09-2024 1000,22.6,26.0
11-09-2024 1100,22.0,25.9
11-09-2024 1200,21.9,25.6
11-09-2024 1300,21.7,25.4
11-09-2024 1400,21.2,25.2
11-09-2024 1500,21.4,25.3
11-09-2024 1600,21.5,25.4
11-09-2024 1700,22.1,25.6
11-09-2024 1800,23.0,25.7
11-09-2024 1900,24.2,25.9
11-09-2024 2000,25.3,26.1
11-09-2024 2100,25.8,26.3
11-09-2024 2200,26.7,26.3
11-09-2024 2300,26.7,26.3
11-10-2024 0000,25.9,26.3
11-10-2024 0100,25.1,26.2
11-10-2024 0200,25.0,26.0
11-10-2024 0300,24.9,25.9
11-10-2024 0400,24.6,25.8
11-10-2024 0500,24.5,25.8
11-10-2024 0600,24.0,25.6
11-10-2024 0700,22.4,25.5
11-10-2024 0800,22.3,25.3
11-10-2024 0900,22.3,25.2
11-10-2024 1000,22.3,25.1
11-10-2024 1100,22.9,25.1
11-10-2024 1200,21.8,24.9
11-10-2024 1300,21.4,24.8
11-10-2024 1400,21.2,24.7
11-10-2024 1500,22.2,24.7
11-10-2024 1600,24.6,24.8
11-10-2024 1700,24.9,25.1
11-10-2024 1800,25.7,25.5
11-10-2024 1900,26.0,25.7
11-10-2024 2000,26.9,26.0
11-10-2024 2100,26.6,26.3
11-10-2024 2200,26.4,26.4
11-10-2024 2300,25.7,26.6
11-11-2024 0000,25.3,26.7
11-11-2024 0100,25.2,26.7
11-11-2024 0200,25.1,26.7
11-11-2024 0300,24.8,26.6
11-11-2024 0400,24.8,26.3
11-11-2024 0500,25.0,26.1
11-11-2024 0600,24.8,26.0
11-11-2024 0700,24.7,25.9
11-11-2024 0800,24.3,25.9
11-11-2024 0900,23.8,25.8
11-11-2024 1000,23.6,25.7
11-11-2024 1100,21.7,25.7
11-11-2024 1200,21.7,25.7
11-11-2024 1300,21.7,25.5
11-11-2024 1400,22.1,25.3
11-11-2024 1500,22.5,25.3
11-11-2024 1600,22.7,25.3
11-11-2024 1700,22.9,25.5
11-11-2024 1800,23.1,25.7
11-11-2024 1900,24.7,26.1
11-11-2024 2000,25.7,26.5
11-11-2024 2100,26.0,26.8
11-11-2024 2200,25.8,26.9
11-11-2024 2300,25.5,26.8
11-12-2024 0000,24.6,26.7
11-12-2024 0100,24.5,26.7
11-12-2024 0200,24.5,26.6
11-12-2024 0300,24.4,26.5
11-12-2024 0400,24.5,26.4
11-12-2024 0500,24.5,26.4
11-12-2024 0600,24.4,26.3
11-12-2024 0700,24.5,26.1
11-12-2024 0800,24.4,26.0
11-12-2024 0900,24.6,25.9
11-12-2024 1000,24.3,25.8
11-12-2024 1100,24.0,25.6
11-12-2024 1200,20.7,25.4
11-12-2024 1300,20.2,25.2
11-12-2024 1400,20.7,25.1
11-12-2024 1500,21.8,25.1
11-12-2024 1600,23.7,25.1
11-12-2024 1700,25.5,25.4
11-12-2024 1800,26.3,25.7
11-12-2024 1900,26.6,25.9
11-12-2024 2000,26.2,26.3
11-12-2024 2100,26.2,26.4
11-12-2024 2200,26.0,26.6
11-12-2024 2300,25.5,26.7
11-13-2024 0000,24.8,26.6
11-13-2024 0100,24.8,26.5
11-13-2024 0200,24.7,26.4
11-13-2024 0300,24.6,26.4
11-13-2024 0400,24.4,26.3
11-13-2024 0500,24.2,26.1
11-13-2024 0600,24.1,25.8
11-13-2024 0700,24.1,25.5
11-13-2024 0800,24.0,25.4
11-13-2024 0900,24.0,25.2
11-13-2024 1000,24.0,25.1
11-13-2024 1100,22.8,25.0
11-13-2024 1200,23.0,24.9
11-13-2024 1300,23.6,24.8
11-13-2024 1400,24.2,24.8
11-13-2024 1500,25.3,24.9
11-13-2024 1600,25.6,25.0
11-13-2024 1700,25.8,25.2
11-13-2024 1800,26.4,25.5
11-13-2024 1900,26.5,25.8
11-13-2024 2000,26.5,26.3
11-13-2024 2100,26.7,26.8
11-13-2024 2200,26.1,26.7
11-13-2024 2300,26.1,26.7
11-14-2024 0000,25.4,26.7
11-14-2024 0100,24.9,26.7
11-14-2024 0200,24.9,26.7
11-14-2024 0300,25.2,26.6
11-14-2024 0400,24.6,26.5
11-14-2024 0500,24.5,26.3
11-14-2024 0600,24.3,26.2
11-14-2024 0700,25.0,25.9
11-14-2024 0800,24.4,25.5
11-14-2024 0900,23.5,25.0
11-14-2024 1000,22.7,24.6
11-14-2024 1100,21.8,24.3
11-14-2024 1200,21.6,24.0
11-14-2024 1300,21.0,23.7
11-14-2024 1400,20.6,23.4
11-14-2024 1500,20.5,23.2
11-14-2024 1600,20.5,23.1
11-14-2024 1700,21.2,23.3
11-14-2024 1800,21.5,23.4
11-14-2024 1900,21.8,23.5
11-14-2024 2000,21.8,23.7
11-14-2024 2100,22.4,23.8
11-14-2024 2200,22.5,23.9
11-14-2024 2300,22.6,23.8
11-15-2024 0000,21.6,23.8
11-15-2024 0100,21.6,23.8
11-15-2024 0200,21.7,23.8
11-15-2024 0300,21.8,23.6
11-15-2024 0400,22.0,23.5
11-15-2024 0500,22.1,23.4
11-15-2024 0600,21.7,23.2
11-15-2024 0700,21.9,23.0
11-15-2024 0800,19.8,22.9
11-15-2024 0900,17.7,23.0
11-15-2024 1000,17.1,22.9
11-15-2024 1100,18.0,22.9
11-15-2024 1200,18.7,22.7
11-15-2024 1300,19.3,22.3
11-15-2024 1400,19.8,22.3
11-15-2024 1500,21.5,22.4
11-15-2024 1600,22.1,22.5
11-15-2024 1700,23.5,22.5
11-15-2024 1800,23.8,22.7
11-15-2024 1900,23.6,23.1
11-15-2024 2000,23.7,23.3
11-15-2024 2100,24.0,23.5
11-15-2024 2200,23.9,23.6
11-15-2024 2300,23.9,23.8
11-16-2024 0000,23.1,23.8
11-16-2024 0100,23.0,23.7
11-16-2024 0200,23.0,23.5
11-16-2024 0300,23.3,23.3
11-16-2024 0400,23.4,23.3
11-16-2024 0500,23.5,23.2
11-16-2024 0600,23.6,23.2
11-16-2024 0700,23.7,23.1
11-16-2024 0800,23.8,23.1
11-16-2024 0900,24.0,23.0
11-16-2024 1000,23.4,22.9
11-16-2024 1100,23.8,22.8
11-16-2024 1200,22.7,22.8
11-16-2024 1300,22.8,22.7
11-16-2024 1400,20.6,22.6
11-16-2024 1500,22.0,22.7
11-16-2024 1600,23.5,22.9
11-16-2024 1700,24.0,23.2
11-16-2024 1800,25.1,23.5
11-16-2024 1900,25.1,23.8
11-16-2024 2000,25.2,24.1
11-16-2024 2100,25.2,24.2
11-16-2024 2200,25.3,24.3
11-16-2024 2300,24.9,24.3
11-17-2024 0000,24.1,24.2
11-17-2024 0100,24.2,24.3
11-17-2024 0200,24.2,24.2
11-17-2024 0300,24.2,24.0
11-17-2024 0400,23.8,23.9
11-17-2024 0500,23.6,23.7
11-17-2024 0600,23.2,23.7
11-17-2024 0700,23.4,23.6
11-17-2024 0800,23.2,23.5
11-17-2024 0900,23.6,23.5
11-17-2024 1000,23.8,23.4
11-17-2024 1100,23.8,23.3
11-17-2024 1200,23.9,23.4
11-17-2024 1300,24.1,23.3
11-17-2024 1400,24.7,23.4
11-17-2024 1500,25.4,23.4
11-17-2024 1600,26.1,23.6
11-17-2024 1700,26.5,24.0
11-17-2024 1800,26.8,24.3
11-17-2024 1900,26.9,24.6
11-17-2024 2000,26.9,25.0
11-17-2024 2100,27.2,25.3
11-17-2024 2200,27.1,25.5
11-17-2024 2300,26.3,25.6
11-18-2024 0000,26.1,25.6
11-18-2024 0100,26.2,25.6
11-18-2024 0200,26.1,25.4
11-18-2024 0300,26.1,25.2
11-18-2024 0400,26.1,25.0
11-18-2024 0500,26.0,24.9
11-18-2024 0600,26.0,24.8
11-18-2024 0700,26.0,24.8
11-18-2024 0800,26.0,24.9
11-18-2024 0900,26.0,25.0
11-18-2024 1000,25.9,24.9
11-18-2024 1100,25.9,24.8
11-18-2024 1200,26.1,24.7
11-18-2024 1300,26.0,24.6
11-18-2024 1400,26.2,24.6
11-18-2024 1500,26.6,24.7
11-18-2024 1600,26.5,24.8
11-18-2024 1700,27.2,25.1
11-18-2024 1800,27.3,25.5
11-18-2024 1900,27.1,25.7
11-18-2024 2000,27.2,25.8
11-18-2024 2100,27.1,25.9
11-18-2024 2200,27.3,26.1
11-18-2024 2300,27.0,26.1
11-19-2024 0000,26.8,26.1
11-19-2024 0100,26.7,26.1
11-19-2024 0200,26.5,26.1
11-19-2024 0300,26.3,26.1
11-19-2024 0400,25.2,26.1
11-19-2024 0500,26.1,26.0
11-19-2024 0600,25.4,25.7
11-19-2024 0700,25.1,25.6
11-19-2024 0800,23.9,25.3
11-19-2024 0900,23.9,25.2
11-19-2024 1000,23.9,24.9
11-19-2024 1100,23.2,24.6
11-19-2024 1200,22.7,24.5
11-19-2024 1300,20.7,24.4
11-19-2024 1400,20.1,24.3
11-19-2024 1500,21.8,24.4
11-19-2024 1600,23.0,24.4
11-19-2024 1700,24.2,24.6
11-19-2024 1800,24.4,24.7
11-19-2024 1900,25.4,24.8
11-19-2024 2000,26.4,24.9
11-19-2024 2100,26.4,25.1
11-19-2024 2200,26.1,25.2
11-19-2024 2300,25.3,25.3
11-20-2024 0000,23.5,25.2
11-20-2024 0100,23.3,25.1
11-20-2024 0200,23.2,25.0
11-20-2024 0300,24.0,24.9
11-20-2024 0400,22.7,24.8
11-20-2024 0500,21.1,24.7
11-20-2024 0600,20.0,24.5
11-20-2024 0700,19.8,23.9
11-20-2024 0800,19.2,23.9
11-20-2024 0900,18.6,24.0
11-20-2024 1000,19.5,24.0
11-20-2024 1100,22.1,23.5
11-20-2024 1200,20.9,23.2
11-20-2024 1300,20.2,22.4
11-20-2024 1400,19.6,22.1
11-20-2024 1500,18.8,22.2
11-20-2024 1600,18.8,22.2
11-20-2024 1700,19.4,22.3
11-20-2024 1800,20.0,22.1
11-20-2024 1900,20.6,21.9
11-20-2024 2000,20.8,21.8
11-20-2024 2100,21.2,21.5
11-20-2024 2200,21.5,21.6
11-20-2024 2300,21.7,21.2
11-21-2024 0000,20.7,21.0
11-21-2024 0100,19.7,21.1
11-21-2024 0200,19.7,21.2
11-21-2024 0300,19.3,20.7
11-21-2024 0400,19.2,20.3
11-21-2024 0500,18.8,20.1
11-21-2024 0600,18.9,20.7
11-21-2024 0700,18.5,20.8
11-21-2024 0800,18.4,19.9
11-21-2024 0900,17.8,20.2
11-21-2024 1000,17.2,19.5
11-21-2024 1100,17.0,19.9
11-21-2024 1200,17.6,19.5
11-21-2024 1300,17.7,19.1
11-21-2024 1400,17.8,19.4
11-21-2024 1500,18.2,19.6
11-21-2024 1600,18.7,19.5
11-21-2024 1700,19.1,19.9
11-21-2024 1800,18.9,20.3
11-21-2024 1900,19.3,20.6
11-21-2024 2000,20.5,20.8
11-21-2024 2100,20.6,20.9
11-21-2024 2200,21.0,20.8
11-21-2024 2300,20.8,20.8
11-22-2024 0000,19.4,20.7
11-22-2024 0100,18.7,20.6
11-22-2024 0200,18.6,20.5
11-22-2024 0300,18.6,20.3
11-22-2024 0400,18.7,20.1
11-22-2024 0500,18.8,20.0
11-22-2024 0600,18.3,19.9
11-22-2024 0700,18.0,19.7
11-22-2024 0800,17.1,19.6
11-22-2024 0900,15.3,19.4
11-22-2024 1000,14.4,19.3
11-22-2024 1100,14.8,19.0
11-22-2024 1200,15.6,19.1
11-22-2024 1300,15.1,19.1
11-22-2024 1400,14.6,19.1
11-22-2024 1500,16.2,19.1
11-22-2024 1600,18.4,19.1
11-22-2024 1700,19.3,19.7
11-22-2024 1800,20.1,20.0
11-22-2024 1900,21.0,20.4
11-22-2024 2000,22.4,20.7
11-22-2024 2100,21.9,21.0
11-22-2024 2200,21.8,20.9
11-22-2024 2300,21.9,21.0
11-23-2024 0000,20.5,21.0
11-23-2024 0100,20.5,20.9
11-23-2024 0200,20.2,20.8
11-23-2024 0300,20.1,20.7
11-23-2024 0400,20.3,20.5
11-23-2024 0500,20.0,20.5
11-23-2024 0600,19.8,20.4
11-23-2024 0700,19.9,20.2
11-23-2024 0800,20.0,20.2
11-23-2024 0900,19.6,20.1
11-23-2024 1000,18.1,20.0
11-23-2024 1100,18.6,20.0
11-23-2024 1200,18.5,20.1
11-23-2024 1300,18.8,20.0
11-23-2024 1400,19.1,20.0
11-23-2024 1500,19.8,20.1
11-23-2024 1600,21.6,20.3
11-23-2024 1700,23.4,20.5
11-23-2024 1800,23.6,21.0
11-23-2024 1900,24.3,21.3
11-23-2024 2000,23.9,21.6
11-23-2024 2100,24.2,21.9
11-23-2024 2200,24.2,22.0
11-23-2024 2300,23.7,21.8
11-24-2024 0000,23.2,21.6
11-24-2024 0100,23.0,21.5
11-24-2024 0200,23.0,21.4
11-24-2024 0300,22.9,21.3
11-24-2024 0400,23.0,21.3
11-24-2024 0500,22.9,21.0
11-24-2024 0600,22.9,21.0
11-24-2024 0700,23.0,20.9
11-24-2024 0800,22.8,20.8
11-24-2024 0900,23.0,20.8
11-24-2024 1000,23.0,20.8
11-24-2024 1100,22.8,20.8
11-24-2024 1200,22.8,20.7
11-24-2024 1300,23.1,20.7
11-24-2024 1400,22.8,20.7
11-24-2024 1500,22.9,20.7
11-24-2024 1600,24.6,20.9
11-24-2024 1700,24.8,21.3
11-24-2024 1800,25.3,21.6
11-24-2024 1900,25.3,22.0
11-24-2024 2000,25.4,22.3
11-24-2024 2100,25.5,22.5
11-24-2024 2200,25.3,22.6
11-24-2024 2300,24.9,22.6
11-25-2024 0000,24.4,22.5
11-25-2024 0100,24.3,22.4
11-25-2024 0200,24.1,22.3
11-25-2024 0300,24.0,22.2
11-25-2024 0400,23.9,22.0
11-25-2024 0500,23.9,21.9
11-25-2024 0600,23.9,21.8
11-25-2024 0700,23.8,21.7
11-25-2024 0800,23.0,21.7
11-25-2024 0900,23.3,21.6
11-25-2024 1000,23.5,21.6
11-25-2024 1100,23.3,21.5
11-25-2024 1200,22.6,21.4
11-25-2024 1300,22.3,21.4
11-25-2024 1400,22.3,21.4
11-25-2024 1500,23.0,21.4
11-25-2024 1600,23.0,21.6
11-25-2024 1700,23.7,22.0
11-25-2024 1800,25.8,22.5
11-25-2024 1900,26.4,23.0
11-25-2024 2000,26.3,23.3
11-25-2024 2100,26.4,23.6
11-25-2024 2200,26.3,23.7
11-25-2024 2300,25.8,23.8
11-26-2024 0000,25.0,23.7
11-26-2024 0100,24.7,23.7
11-26-2024 0200,24.5,23.6
11-26-2024 0300,24.3,23.6
11-26-2024 0400,24.0,23.5
11-26-2024 0500,23.8,23.5
11-26-2024 0600,21.2,23.2
11-26-2024 0700,19.2,22.9
11-26-2024 0800,16.3,22.5
11-26-2024 0900,15.6,21.9
11-26-2024 1000,15.4,21.6
11-26-2024 1100,15.3,21.3
11-26-2024 1200,15.0,21.0
11-26-2024 1300,14.8,20.8
11-26-2024 1400,15.0,20.7
11-26-2024 1500,14.9,20.6
11-26-2024 1600,14.9,20.6
11-26-2024 1700,15.7,20.6
11-26-2024 1800,15.7,21.0
11-26-2024 1900,16.6,21.2
11-26-2024 2000,17.1,21.4
11-26-2024 2100,18.4,21.5
11-26-2024 2200,18.4,21.6
11-26-2024 2300,18.7,21.6
11-27-2024 0000,18.7,21.4
11-27-2024 0100,19.3,21.1
11-27-2024 0200,19.5,20.9
11-27-2024 0300,19.8,20.9
11-27-2024 0400,19.7,20.9
11-27-2024 0500,19.5,20.8
11-27-2024 0600,19.2,20.8
11-27-2024 0700,19.0,20.8
11-27-2024 0800,19.4,20.8
11-27-2024 0900,19.5,20.7
11-27-2024 1000,20.0,20.6
11-27-2024 1100,19.7,20.7
11-27-2024 1200,21.0,20.6
11-27-2024 1300,20.2,20.5
11-27-2024 1400,20.5,20.6
11-27-2024 1500,19.2,20.7
11-27-2024 1600,20.3,20.8
11-27-2024 1700,22.1,21.1
11-27-2024 1800,23.8,21.6
11-27-2024 1900,25.1,22.0
11-27-2024 2000,26.0,22.5
11-27-2024 2100,25.9,22.7
11-27-2024 2200,25.7,22.9
11-27-2024 2300,25.4,23.0
11-28-2024 0000,24.9,22.9
11-28-2024 0100,24.9,22.8
11-28-2024 0200,24.7,22.6
11-28-2024 0300,24.4,22.5
11-28-2024 0400,23.9,22.5
11-28-2024 0500,23.5,22.5
11-28-2024 0600,23.0,22.4
11-28-2024 0700,22.6,22.4
11-28-2024 0800,22.5,22.3
11-28-2024 0900,22.4,22.3
11-28-2024 1000,22.6,22.2
11-28-2024 1100,22.4,22.2
11-28-2024 1200,22.5,22.1
11-28-2024 1300,19.6,22.0
11-28-2024 1400,18.3,21.6
11-28-2024 1500,18.1,21.4
11-28-2024 1600,17.7,21.2
11-28-2024 1700,17.2,20.9
11-28-2024 1800,17.5,20.6
11-28-2024 1900,17.5,20.6
11-28-2024 2000,17.5,20.5
11-28-2024 2100,18.1,20.4
11-28-2024 2200,18.3,20.3
11-28-2024 2300,18.0,20.1
11-29-2024 0000,18.4,19.9
11-29-2024 0100,18.5,19.8
11-29-2024 0200,18.0,19.7
11-29-2024 0300,16.9,19.6
11-29-2024 0400,16.5,19.5
11-29-2024 0500,16.6,19.3
11-29-2024 0600,16.3,19.1
11-29-2024 0700,15.3,18.5
11-29-2024 0800,14.4,18.4
11-29-2024 0900,14.3,18.3
11-29-2024 1000,13.6,18.3
11-29-2024 1100,12.8,18.2
11-29-2024 1200,12.6,17.9
11-29-2024 1300,12.6,17.8
11-29-2024 1400,12.5,17.5
11-29-2024 1500,11.9,17.4
11-29-2024 1600,11.6,17.2
11-29-2024 1700,11.7,17.2
11-29-2024 1800,12.1,17.1
11-29-2024 1900,12.3,17.3
11-29-2024 2000,12.9,17.5
11-29-2024 2100,13.7,17.4
11-29-2024 2200,13.9,17.2
11-29-2024 2300,14.2,17.0
11-30-2024 0000,14.6,16.7
11-30-2024 0100,15.0,16.5
11-30-2024 0200,15.4,16.2
11-30-2024 0300,15.5,16.0
11-30-2024 0400,15.3,16.3
11-30-2024 0500,15.4,16.2
11-30-2024 0600,15.4,15.9
11-30-2024 0700,15.2,15.9
11-30-2024 0800,15.1,15.6
11-30-2024 0900,15.0,15.6
11-30-2024 1000,14.9,15.6
11-30-2024 1100,14.2,15.3
11-30-2024 1200,14.1,15.4
11-30-2024 1300,14.0,15.5
11-30-2024 1400,13.8,15.6
11-30-2024 1500,13.8,15.6
11-30-2024 1600,14.1,15.8
11-30-2024 1700,14.6,15.9
11-30-2024 1800,15.3,16.1
11-30-2024 1900,15.7,16.2
11-30-2024 2000,15.7,16.2
11-30-2024 2100,16.4,16.2
11-30-2024 2200,16.8,16.2
11-30-2024 2300,17.0,16.3
12-01-2024 0000,17.1,16.2
12-01-2024 0100,17.1,16.2
12-01-2024 0200,17.3,16.2
12-01-2024 0300,17.1,16.1
12-01-2024 0400,17.1,16.1
12-01-2024 0500,17.0,16.0
12-01-2024 0600,16.9,15.9
12-01-2024 0700,16.8,15.9
12-01-2024 0800,16.6,15.9
12-01-2024 0900,16.9,15.9
12-01-2024 1000,17.0,15.9
12-01-2024 1100,17.1,16.0
12-01-2024 1200,16.9,15.9
12-01-2024 1300,16.7,15.9
12-01-2024 1400,17.0,16.0
12-01-2024 1500,17.3,16.0
12-01-2024 1600,20.6,16.2
12-01-2024 1700,20.5,16.5
12-01-2024 1800,20.8,16.8
12-01-2024 1900,21.1,17.1
12-01-2024 2000,20.8,17.3
12-01-2024 2100,21.0,17.5
12-01-2024 2200,21.2,17.6
12-01-2024 2300,21.0,17.7
12-02-2024 0000,20.7,17.8
12-02-2024 0100,20.5,17.9
12-02-2024 0200,20.9,17.8
12-02-2024 0300,21.2,17.7
12-02-2024 0400,21.0,17.7
12-02-2024 0500,21.1,17.8
12-02-2024 0600,21.1,17.7
12-02-2024 0700,21.4,17.8
12-02-2024 0800,21.4,17.9
12-02-2024 0900,21.4,17.9
12-02-2024 1000,21.4,18.0
12-02-2024 1100,21.1,18.0
12-02-2024 1200,21.0,17.9
12-02-2024 1300,20.6,17.8
12-02-2024 1400,18.3,17.7
12-02-2024 1500,17.8,17.6
12-02-2024 1600,19.8,17.8
12-02-2024 1700,21.3,18.2
12-02-2024 1800,21.2,18.7
12-02-2024 1900,21.3,19.2
12-02-2024 2000,20.9,19.5
12-02-2024 2100,20.7,19.6
12-02-2024 2200,20.5,19.7
12-02-2024 2300,20.2,19.6
12-03-2024 0000,19.8,19.5
12-03-2024 0100,19.9,19.4
12-03-2024 0200,19.8,19.3
12-03-2024 0300,19.9,19.1
12-03-2024 0400,19.7,19.1
12-03-2024 0500,19.6,19.0
12-03-2024 0600,19.7,18.7
12-03-2024 0700,17.9,18.5
12-03-2024 0800,17.5,18.4
12-03-2024 0900,17.4,18.3
12-03-2024 1000,17.4,18.3
12-03-2024 1100,17.0,18.3
12-03-2024 1200,16.9,18.2
12-03-2024 1300,16.6,18.0
12-03-2024 1400,16.4,17.8
12-03-2024 1500,16.5,17.9
12-03-2024 1600,16.5,17.7
12-03-2024 1700,16.9,17.9
12-03-2024 1800,17.0,17.9
12-03-2024 1900,17.5,17.9
12-03-2024 2000,18.4,18.0
12-03-2024 2100,20.7,18.0
12-03-2024 2200,20.7,18.0
12-03-2024 2300,22.3,18.0
12-04-2024 0000,22.3,18.1
12-04-2024 0100,22.6,18.2
12-04-2024 0200,22.7,18.3
12-04-2024 0300,22.7,18.4
12-04-2024 0400,21.4,18.4
