run_num,model_type,lead_time,cycle,activation,num_layers,neurons,dropout,loss_value,val_mae,val_mae12,val_me,val_me12,val_mape,mae_2021,mae12_2021,me_2021,me12_2021,mape_2021,metrics,timestamp,status,duration_sec
1,MAPE,12,0,leaky_relu,1,256,0.3,46.623443603515625,9.160786628723145,7.318495750427246,7.684161276285436,7.072639653460213,46.623443603515625,10.576838493347168,10.036849021911621,8.903705115438543,9.964707564682382,61.579933166503906,"{""loss"": 48.613616943359375, ""mape"": 48.613616943359375, ""mae"": 9.717048645019531, ""val_loss"": 46.623443603515625, ""val_mape"": 46.623443603515625, ""val_mae"": 9.160786628723145, ""lr"": 0.00010000000474974513, ""val_mae12"": 7.318495750427246, ""val_me"": 7.684161276285436, ""val_me12"": 7.072639653460213, ""mape_2021"": 61.579933166503906, ""mae_2021"": 10.576838493347168, ""mae12_2021"": 10.036849021911621, ""me_2021"": 8.903705115438543, ""me12_2021"": 9.964707564682382, ""epochs_trained"": 72}",2026-07-02T02:51:38.576186,completed,
1,MAPE,12,0,leaky_relu,1,256,0.05,46.131202697753906,9.112447738647461,8.28358268737793,7.453809520848057,8.106454025923243,46.131202697753906,10.430489540100098,10.998198509216309,8.644600930084145,10.97309099549889,61.585445404052734,"{""loss"": 47.24625778198242, ""mape"": 47.24625778198242, ""mae"": 9.484630584716797, ""val_loss"": 46.131202697753906, ""val_mape"": 46.131202697753906, ""val_mae"": 9.112447738647461, ""lr"": 0.00010000000474974513, ""val_mae12"": 8.28358268737793, ""val_me"": 7.453809520848057, ""val_me12"": 8.106454025923243, ""mape_2021"": 61.585445404052734, ""mae_2021"": 10.430489540100098, ""mae12_2021"": 10.998198509216309, ""me_2021"": 8.644600930084145, ""me12_2021"": 10.97309099549889, ""epochs_trained"": 74}",2026-07-02T02:51:38.593184,completed,
1,MAPE,12,0,leaky_relu,1,256,0.0,45.98798751831055,9.082608222961426,7.878692626953125,7.622583373197416,7.627071018671882,45.98798751831055,10.450050354003906,10.471259117126465,8.814679534572155,10.338709035663202,61.005271911621094,"{""loss"": 46.86428451538086, ""mape"": 46.86428451538086, ""mae"": 9.410944938659668, ""val_loss"": 45.98798751831055, ""val_mape"": 45.98798751831055, ""val_mae"": 9.082608222961426, ""lr"": 0.00010000000474974513, ""val_mae12"": 7.878692626953125, ""val_me"": 7.622583373197416, ""val_me12"": 7.627071018671882, ""mape_2021"": 61.005271911621094, ""mae_2021"": 10.450050354003906, ""mae12_2021"": 10.471259117126465, ""me_2021"": 8.814679534572155, ""me12_2021"": 10.338709035663202, ""epochs_trained"": 77}",2026-07-02T02:51:38.796735,completed,
1,MAPE,12,0,leaky_relu,1,128,0.0,46.14421463012695,9.091179847717285,8.135765075683594,7.649169826481304,7.83621608535305,46.14421463012695,10.442224502563477,10.791915893554688,8.800310916487238,10.69949924419716,61.357608795166016,"{""loss"": 47.149288177490234, ""mape"": 47.149288177490234, ""mae"": 9.405920028686523, ""val_loss"": 46.14421463012695, ""val_mape"": 46.14421463012695, ""val_mae"": 9.091179847717285, ""lr"": 0.00010000000474974513, ""val_mae12"": 8.135765075683594, ""val_me"": 7.649169826481304, ""val_me12"": 7.83621608535305, ""mape_2021"": 61.357608795166016, ""mae_2021"": 10.442224502563477, ""mae12_2021"": 10.791915893554688, ""me_2021"": 8.800310916487238, ""me12_2021"": 10.69949924419716, ""epochs_trained"": 93}",2026-07-02T02:51:40.341032,completed,
1,MAPE,12,0,leaky_relu,2,16,0.0,47.18604278564453,9.134702682495117,8.60771369934082,7.162330549759493,8.585006507343452,47.18604278564453,10.354336738586426,11.71030044555664,8.307931741626048,11.812505279684016,62.544254302978516,"{""loss"": 47.793678283691406, ""mape"": 47.793678283691406, ""mae"": 9.361852645874023, ""val_loss"": 47.18604278564453, ""val_mape"": 47.18604278564453, ""val_mae"": 9.134702682495117, ""lr"": 0.00010000000474974513, ""val_mae12"": 8.60771369934082, ""val_me"": 7.162330549759493, ""val_me12"": 8.585006507343452, ""mape_2021"": 62.544254302978516, ""mae_2021"": 10.354336738586426, ""mae12_2021"": 11.71030044555664, ""me_2021"": 8.307931741626048, ""me12_2021"": 11.812505279684016, ""epochs_trained"": 107}",2026-07-02T02:51:55.992244,completed,
1,MAPE,12,0,leaky_relu,2,32,0.0,46.35621643066406,9.06009578704834,7.940053939819336,7.4022524408605355,7.856512044636925,46.35621643066406,10.384305000305176,10.671351432800293,8.607783929568049,10.675737400003666,61.26727294921875,"{""loss"": 47.07344436645508, ""mape"": 47.07344436645508, ""mae"": 9.355420112609863, ""val_loss"": 46.35621643066406, ""val_mape"": 46.35621643066406, ""val_mae"": 9.06009578704834, ""lr"": 0.00010000000474974513, ""val_mae12"": 7.940053939819336, ""val_me"": 7.4022524408605355, ""val_me12"": 7.856512044636925, ""mape_2021"": 61.26727294921875, ""mae_2021"": 10.384305000305176, ""mae12_2021"": 10.671351432800293, ""me_2021"": 8.607783929568049, ""me12_2021"": 10.675737400003666, ""epochs_trained"": 90}",2026-07-02T02:52:12.764499,completed,
1,MAPE,12,0,leaky_relu,1,128,0.3,2.5291922092437744,0.503616213798523,0.6613942980766296,0.20047531483023323,-0.14547273754946077,2.5291922092437744,0.5652873516082764,1.0219141244888306,0.25547427892355523,-0.12357667725002933,3.5208547115325928,"{""loss"": 7.184861183166504, ""mape"": 7.184861183166504, ""mae"": 1.6124024391174316, ""val_loss"": 2.5291922092437744, ""val_mape"": 2.5291922092437744, ""val_mae"": 0.503616213798523, ""lr"": 0.00010000000474974513, ""val_mae12"": 0.6613942980766296, ""val_me"": 0.20047531483023323, ""val_me12"": -0.14547273754946077, ""mape_2021"": 3.5208547115325928, ""mae_2021"": 0.5652873516082764, ""mae12_2021"": 1.0219141244888306, ""me_2021"": 0.25547427892355523, ""me12_2021"": -0.12357667725002933, ""epochs_trained"": 788}",2026-07-02T02:52:44.896258,completed,
1,MAPE,12,0,leaky_relu,2,16,0.05,4.510803699493408,0.9572375416755676,1.0935741662979126,0.7440129539697855,-0.11016494284183376,4.510803699493408,0.9842990040779114,1.0736314058303833,0.8119748427343126,-0.2729408892260057,5.413178443908691,"{""loss"": 8.898417472839355, ""mape"": 8.898417472839355, ""mae"": 1.9686001539230347, ""val_loss"": 4.510803699493408, ""val_mape"": 4.510803699493408, ""val_mae"": 0.9572375416755676, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.0935741662979126, ""val_me"": 0.7440129539697855, ""val_me12"": -0.11016494284183376, ""mape_2021"": 5.413178443908691, ""mae_2021"": 0.9842990040779114, ""mae12_2021"": 1.0736314058303833, ""me_2021"": 0.8119748427343126, ""me12_2021"": -0.2729408892260057, ""epochs_trained"": 689}",2026-07-02T02:52:50.159435,completed,
1,MAPE,12,0,leaky_relu,1,256,0.1,2.2108561992645264,0.43219253420829773,0.5710381865501404,0.03101643619414637,-0.008171802741621511,2.2108561992645264,0.45282047986984253,0.8348519802093506,0.09210079933030635,-0.15213803514169932,2.9408955574035645,"{""loss"": 3.4283580780029297, ""mape"": 3.4283580780029297, ""mae"": 0.717800498008728, ""val_loss"": 2.2108561992645264, ""val_mape"": 2.2108561992645264, ""val_mae"": 0.43219253420829773, ""lr"": 0.00010000000474974513, ""val_mae12"": 0.5710381865501404, ""val_me"": 0.03101643619414637, ""val_me12"": -0.008171802741621511, ""mape_2021"": 2.9408955574035645, ""mae_2021"": 0.45282047986984253, ""mae12_2021"": 0.8348519802093506, ""me_2021"": 0.09210079933030635, ""me12_2021"": -0.15213803514169932, ""epochs_trained"": 940}",2026-07-02T02:52:52.900980,completed,
1,MAPE,12,0,leaky_relu,1,128,0.1,2.302898406982422,0.44519296288490295,0.6126892566680908,0.09119078757545086,-0.06102198895613361,2.302898406982422,0.49153396487236023,0.8644025325775146,0.14613840432974978,-0.1459686467260625,3.1803672313690186,"{""loss"": 4.366498947143555, ""mape"": 4.366498947143555, ""mae"": 0.9409971237182617, ""val_loss"": 2.302898406982422, ""val_mape"": 2.302898406982422, ""val_mae"": 0.44519296288490295, ""lr"": 0.00010000000474974513, ""val_mae12"": 0.6126892566680908, ""val_me"": 0.09119078757545086, ""val_me12"": -0.06102198895613361, ""mape_2021"": 3.1803672313690186, ""mae_2021"": 0.49153396487236023, ""mae12_2021"": 0.8644025325775146, ""me_2021"": 0.14613840432974978, ""me12_2021"": -0.1459686467260625, ""epochs_trained"": 911}",2026-07-02T02:52:53.375215,completed,
