run_num,model_type,lead_time,cycle,activation,num_layers,neurons,dropout,loss_value,val_mae,val_mae12,val_me,val_me12,val_mape,mae_2021,mae12_2021,me_2021,me12_2021,mape_2021,metrics,timestamp,status
1,MAPE,120,1,relu,3,16,0.3,44.47820281982422,10.070584297180176,1.718898057937622,9.099066514429154,-0.5003123244156477,44.47820281982422,10.834628105163574,6.503200531005859,9.942911158859651,5.188353313597876,56.628334045410156,"{""loss"": 58.4456672668457, ""mape"": 58.4456672668457, ""mae"": 13.096402168273926, ""val_loss"": 44.47820281982422, ""val_mape"": 44.47820281982422, ""val_mae"": 10.070584297180176, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.718898057937622, ""val_me"": 9.099066514429154, ""val_me12"": -0.5003123244156477, ""mape_2021"": 56.628334045410156, ""mae_2021"": 10.834628105163574, ""mae12_2021"": 6.503200531005859, ""me_2021"": 9.942911158859651, ""me12_2021"": 5.188353313597876, ""epochs_trained"": 88}",2026-07-02T09:37:38.318159,completed
1,MAPE,120,1,relu,3,16,0.1,39.86076736450195,8.814619064331055,3.4962916374206543,6.923749715581678,2.7147769492457927,39.86076736450195,10.156496047973633,10.80747127532959,7.87848335656685,10.384605573541094,57.36259841918945,"{""loss"": 47.74501037597656, ""mape"": 47.74501037597656, ""mae"": 10.21187973022461, ""val_loss"": 39.86076736450195, ""val_mape"": 39.86076736450195, ""val_mae"": 8.814619064331055, ""lr"": 0.00010000000474974513, ""val_mae12"": 3.4962916374206543, ""val_me"": 6.923749715581678, ""val_me12"": 2.7147769492457927, ""mape_2021"": 57.36259841918945, ""mae_2021"": 10.156496047973633, ""mae12_2021"": 10.80747127532959, ""me_2021"": 7.87848335656685, ""me12_2021"": 10.384605573541094, ""epochs_trained"": 98}",2026-07-02T09:37:40.032505,completed
1,MAPE,120,1,relu,3,16,0.05,40.461490631103516,8.907173156738281,4.287144660949707,7.045468080543975,3.724953056957084,40.461490631103516,10.279695510864258,11.137899398803711,8.013786254070425,10.950065441963355,59.033782958984375,"{""loss"": 47.234107971191406, ""mape"": 47.234107971191406, ""mae"": 9.867798805236816, ""val_loss"": 40.461490631103516, ""val_mape"": 40.461490631103516, ""val_mae"": 8.907173156738281, ""lr"": 0.00010000000474974513, ""val_mae12"": 4.287144660949707, ""val_me"": 7.045468080543975, ""val_me12"": 3.724953056957084, ""mape_2021"": 59.033782958984375, ""mae_2021"": 10.279695510864258, ""mae12_2021"": 11.137899398803711, ""me_2021"": 8.013786254070425, ""me12_2021"": 10.950065441963355, ""epochs_trained"": 112}",2026-07-02T09:37:44.530335,completed
1,MAPE,120,1,relu,2,256,0.1,5.092231273651123,0.9937599897384644,1.3971573114395142,0.35757117239118497,-0.00970942107042685,5.092231273651123,0.9048153758049011,1.6254725456237793,0.40557256597447194,-0.8509012412254408,5.23965311050415,"{""loss"": 5.314980983734131, ""mape"": 5.314980983734131, ""mae"": 1.1349581480026245, ""val_loss"": 5.092231273651123, ""val_mape"": 5.092231273651123, ""val_mae"": 0.9937599897384644, ""lr"": 1.0000000656873453e-05, ""val_mae12"": 1.3971573114395142, ""val_me"": 0.35757117239118497, ""val_me12"": -0.00970942107042685, ""mape_2021"": 5.23965311050415, ""mae_2021"": 0.9048153758049011, ""mae12_2021"": 1.6254725456237793, ""me_2021"": 0.40557256597447194, ""me12_2021"": -0.8509012412254408, ""epochs_trained"": 349}",2026-07-02T09:38:29.986825,completed
1,MAPE,120,1,relu,2,256,0.05,4.511683464050293,0.8625194430351257,1.1094342470169067,0.2567953976948844,0.2451658162922241,4.511683464050293,0.8224850296974182,1.357619047164917,0.29514246233519115,-0.39247421232246194,4.7284626960754395,"{""loss"": 4.30224084854126, ""mape"": 4.30224084854126, ""mae"": 0.9083705544471741, ""val_loss"": 4.511683464050293, ""val_mape"": 4.511683464050293, ""val_mae"": 0.8625194430351257, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.1094342470169067, ""val_me"": 0.2567953976948844, ""val_me12"": 0.2451658162922241, ""mape_2021"": 4.7284626960754395, ""mae_2021"": 0.8224850296974182, ""mae12_2021"": 1.357619047164917, ""me_2021"": 0.29514246233519115, ""me12_2021"": -0.39247421232246194, ""epochs_trained"": 395}",2026-07-02T09:38:35.871677,completed
1,MAPE,120,1,relu,2,256,0.3,5.0326738357543945,1.0121276378631592,1.2824703454971313,0.30241085198833295,0.24097492163736786,5.0326738357543945,0.9210039377212524,1.5630663633346558,0.41892728045366334,-0.5336433527827765,5.262331485748291,"{""loss"": 7.4922099113464355, ""mape"": 7.4922099113464355, ""mae"": 1.6843761205673218, ""val_loss"": 5.0326738357543945, ""val_mape"": 5.0326738357543945, ""val_mae"": 1.0121276378631592, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.2824703454971313, ""val_me"": 0.30241085198833295, ""val_me12"": 0.24097492163736786, ""mape_2021"": 5.262331485748291, ""mae_2021"": 0.9210039377212524, ""mae12_2021"": 1.5630663633346558, ""me_2021"": 0.41892728045366334, ""me12_2021"": -0.5336433527827765, ""epochs_trained"": 427}",2026-07-02T09:38:38.430754,completed
1,MAPE,120,1,relu,3,32,0.3,42.22771072387695,9.530664443969727,2.076249599456787,7.330062662555526,-0.2817120398058426,42.22771072387695,10.327750205993652,7.437890529632568,8.427168089770154,5.716561482166311,54.12977981567383,"{""loss"": 50.41462707519531, ""mape"": 50.41462707519531, ""mae"": 11.106907844543457, ""val_loss"": 42.22771072387695, ""val_mape"": 42.22771072387695, ""val_mae"": 9.530664443969727, ""lr"": 0.00010000000474974513, ""val_mae12"": 2.076249599456787, ""val_me"": 7.330062662555526, ""val_me12"": -0.2817120398058426, ""mape_2021"": 54.12977981567383, ""mae_2021"": 10.327750205993652, ""mae12_2021"": 7.437890529632568, ""me_2021"": 8.427168089770154, ""me12_2021"": 5.716561482166311, ""epochs_trained"": 89}",2026-07-02T09:38:50.186156,completed
1,MAPE,120,1,relu,3,16,0.0,5.4611124992370605,1.0737030506134033,1.2500786781311035,0.41298519888533064,0.0020271179814554375,5.4611124992370605,0.9846657514572144,1.1637707948684692,0.3390135364427059,-0.381428163482299,5.580137252807617,"{""loss"": 4.110896587371826, ""mape"": 4.110896587371826, ""mae"": 0.8461009860038757, ""val_loss"": 5.4611124992370605, ""val_mape"": 5.4611124992370605, ""val_mae"": 1.0737030506134033, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.2500786781311035, ""val_me"": 0.41298519888533064, ""val_me12"": 0.0020271179814554375, ""mape_2021"": 5.580137252807617, ""mae_2021"": 0.9846657514572144, ""mae12_2021"": 1.1637707948684692, ""me_2021"": 0.3390135364427059, ""me12_2021"": -0.381428163482299, ""epochs_trained"": 621}",2026-07-02T09:38:57.317954,completed
1,MAPE,120,1,relu,3,32,0.05,5.776543140411377,1.2461875677108765,1.279293417930603,0.8533645877301758,-0.22680337344554247,5.776543140411377,1.10009765625,1.3971912860870361,0.8317375714153223,-0.4949878026671382,6.086742401123047,"{""loss"": 7.711556911468506, ""mape"": 7.711556911468506, ""mae"": 1.72397780418396, ""val_loss"": 5.776543140411377, ""val_mape"": 5.776543140411377, ""val_mae"": 1.2461875677108765, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.279293417930603, ""val_me"": 0.8533645877301758, ""val_me12"": -0.22680337344554247, ""mape_2021"": 6.086742401123047, ""mae_2021"": 1.10009765625, ""mae12_2021"": 1.3971912860870361, ""me_2021"": 0.8317375714153223, ""me12_2021"": -0.4949878026671382, ""epochs_trained"": 491}",2026-07-02T09:39:06.914327,completed
1,MAPE,120,1,relu,3,32,0.1,5.804839611053467,1.2782222032546997,1.2436801195144653,0.8710164233371307,-0.47842537260183504,5.804839611053467,1.0675486326217651,1.1860862970352173,0.8520961386413554,-0.44092415081841585,6.236571788787842,"{""loss"": 9.124054908752441, ""mape"": 9.124054908752441, ""mae"": 2.053375005722046, ""val_loss"": 5.804839611053467, ""val_mape"": 5.804839611053467, ""val_mae"": 1.2782222032546997, ""lr"": 0.00010000000474974513, ""val_mae12"": 1.2436801195144653, ""val_me"": 0.8710164233371307, ""val_me12"": -0.47842537260183504, ""mape_2021"": 6.236571788787842, ""mae_2021"": 1.0675486326217651, ""mae12_2021"": 1.1860862970352173, ""me_2021"": 0.8520961386413554, ""me12_2021"": -0.44092415081841585, ""epochs_trained"": 510}",2026-07-02T09:39:11.202429,completed
